gene	FDR	fold	add_variable	foldodwrot
SCO3866	1	1,9375	PS04vsMGP12	0,516129032
SCO2467	0,832955291	2,125	PS04vsMGP12	0,470588235
SCO2305	0,210517287	2,5	PS04vsMGP12	0,4
SCO0679	0,019104302	4,125	PS04vsMGP12	0,242424242
SCO6355	1	0,176470588	PS04vsMGP12	5,666666674
SCO2870	1	0,235294118	PS04vsMGP12	4,249999994
SCO3496	1	0,294117647	PS04vsMGP12	3,400000001
SCO4642	1	0,352941176	PS04vsMGP12	2,833333337
SCO5605	1	0,411764706	PS04vsMGP12	2,428571428
SCO2333	1	0,470588235	PS04vsMGP12	2,125000001
SCO5640	1	0,470588235	PS04vsMGP12	2,125000001
SCO6924	1	0,470588235	PS04vsMGP12	2,125000001
SCO0257	1	0,529411765	PS04vsMGP12	1,888888888
SCO1374	1	0,529411765	PS04vsMGP12	1,888888888
SCO7571	1	0,529411765	PS04vsMGP12	1,888888888
SCO0887	1	0,588235294	PS04vsMGP12	1,7
SCO4061	1	0,588235294	PS04vsMGP12	1,7
SCO6981	1	0,588235294	PS04vsMGP12	1,7
SCOt64	1	0,588235294	PS04vsMGP12	1,7
SCO0087	1	0,647058824	PS04vsMGP12	1,545454544
SCO0572	1	0,647058824	PS04vsMGP12	1,545454544
SCO0728	1	0,647058824	PS04vsMGP12	1,545454544
SCO0904	1	0,647058824	PS04vsMGP12	1,545454544
SCO2795	1	0,647058824	PS04vsMGP12	1,545454544
SCO2797	1	0,647058824	PS04vsMGP12	1,545454544
SCO4733	1	0,647058824	PS04vsMGP12	1,545454544
SCO5193	1	0,647058824	PS04vsMGP12	1,545454544
SCO6239	1	0,647058824	PS04vsMGP12	1,545454544
SCO6649	1	0,647058824	PS04vsMGP12	1,545454544
SCO7416	1	0,647058824	PS04vsMGP12	1,545454544
SCO2153	1	0,705882353	PS04vsMGP12	1,416666667
SCO3018	1	0,705882353	PS04vsMGP12	1,416666667
SCO5861	1	0,705882353	PS04vsMGP12	1,416666667
SCO6425	1	0,705882353	PS04vsMGP12	1,416666667
SCO7291	1	0,705882353	PS04vsMGP12	1,416666667
SCO1702	1	0,764705882	PS04vsMGP12	1,307692308
SCO4062	1	0,764705882	PS04vsMGP12	1,307692308
SCO4940	1	0,764705882	PS04vsMGP12	1,307692308
SCO6707	1	0,764705882	PS04vsMGP12	1,307692308
SCO7036	1	0,764705882	PS04vsMGP12	1,307692308
SCO7591	1	0,764705882	PS04vsMGP12	1,307692308
SCO7797	1	0,764705882	PS04vsMGP12	1,307692308
SCO0821	1	0,823529412	PS04vsMGP12	1,214285714
SCO1180	1	0,823529412	PS04vsMGP12	1,214285714
SCO6472	1	0,823529412	PS04vsMGP12	1,214285714
SCO6555	1	0,823529412	PS04vsMGP12	1,214285714
SCO6129	1	0,882352941	PS04vsMGP12	1,133333334
SCO6377	1	0,882352941	PS04vsMGP12	1,133333334
SCO0498	1	0,941176471	PS04vsMGP12	1,0625
SCO6029	1	0,941176471	PS04vsMGP12	1,0625
SCO7054	1	0,941176471	PS04vsMGP12	1,0625
SCO0145	1	1	PS04vsMGP12	1
SCO0822	1	1	PS04vsMGP12	1
SCO2747	1	1	PS04vsMGP12	1
SCO1932	1	1,058823529	PS04vsMGP12	0,944444445
SCO2090	1	1,058823529	PS04vsMGP12	0,944444445
SCO2572	1	1,058823529	PS04vsMGP12	0,944444445
SCO2724	1	1,058823529	PS04vsMGP12	0,944444445
SCO3314	1	1,058823529	PS04vsMGP12	0,944444445
SCO4416	1	1,058823529	PS04vsMGP12	0,944444445
SCO4502	1	1,058823529	PS04vsMGP12	0,944444445
SCO4549	1	1,058823529	PS04vsMGP12	0,944444445
SCO5589	1	1,058823529	PS04vsMGP12	0,944444445
SCO5683	1	1,058823529	PS04vsMGP12	0,944444445
SCO6828	1	1,058823529	PS04vsMGP12	0,944444445
SCO0147	1	1,117647059	PS04vsMGP12	0,894736842
SCO0326	1	1,117647059	PS04vsMGP12	0,894736842
SCO1608	1	1,117647059	PS04vsMGP12	0,894736842
SCO7541	1	1,117647059	PS04vsMGP12	0,894736842
SCO3056	1	1,176470588	PS04vsMGP12	0,85
SCO4210	1	1,176470588	PS04vsMGP12	0,85
SCO4743	1	1,176470588	PS04vsMGP12	0,85
SCO7724	1	1,176470588	PS04vsMGP12	0,85
SCO1185	1	1,235294118	PS04vsMGP12	0,809523809
SCO2186	1	1,235294118	PS04vsMGP12	0,809523809
SCO2329	1	1,235294118	PS04vsMGP12	0,809523809
SCO3819	1	1,235294118	PS04vsMGP12	0,809523809
SCO4007	1	1,235294118	PS04vsMGP12	0,809523809
SCO5497	1	1,235294118	PS04vsMGP12	0,809523809
SCO4477	1	1,294117647	PS04vsMGP12	0,772727273
SCO6243	1	1,294117647	PS04vsMGP12	0,772727273
SCO6247	1	1,294117647	PS04vsMGP12	0,772727273
SCO7431	1	1,294117647	PS04vsMGP12	0,772727273
SCO0796	1	1,352941176	PS04vsMGP12	0,739130435
SCO4146	1	1,352941176	PS04vsMGP12	0,739130435
SCO0452	1	1,411764706	PS04vsMGP12	0,708333333
SCO6078	1	1,411764706	PS04vsMGP12	0,708333333
SCO0597	1	1,470588235	PS04vsMGP12	0,68
SCO2920	1	1,470588235	PS04vsMGP12	0,68
SCO4853	1	1,470588235	PS04vsMGP12	0,68
SCO6693	1	1,470588235	PS04vsMGP12	0,68
SCO1083	1	1,529411765	PS04vsMGP12	0,653846154
SCO4931	1	1,529411765	PS04vsMGP12	0,653846154
SCO2719	1	1,647058824	PS04vsMGP12	0,607142857
SCO4407	1	1,647058824	PS04vsMGP12	0,607142857
SCO2075	1	1,705882353	PS04vsMGP12	0,586206897
SCO3386	1	1,705882353	PS04vsMGP12	0,586206897
SCO5075	1	1,764705882	PS04vsMGP12	0,566666667
SCO2325	0,979905264	2,117647059	PS04vsMGP12	0,472222222
SCO2670	0,819197914	2,117647059	PS04vsMGP12	0,472222222
SCO1348	1	2,235294118	PS04vsMGP12	0,447368421
SCO6507	1	2,411764706	PS04vsMGP12	0,414634146
SCO3442	1	0,166666667	PS04vsMGP12	5,999999988
SCO3121	1	0,277777778	PS04vsMGP12	3,599999997
SCO5670	1	0,277777778	PS04vsMGP12	3,599999997
SCO5919	1	0,277777778	PS04vsMGP12	3,599999997
SCO0856	1	0,333333333	PS04vsMGP12	3,000000003
SCO0236	1	0,444444444	PS04vsMGP12	2,250000002
SCO0806	1	0,444444444	PS04vsMGP12	2,250000002
SCO1684	1	0,444444444	PS04vsMGP12	2,250000002
SCO3556	1	0,444444444	PS04vsMGP12	2,250000002
SCO5159	1	0,444444444	PS04vsMGP12	2,250000002
SCO5587	1	0,444444444	PS04vsMGP12	2,250000002
SCO6697	1	0,444444444	PS04vsMGP12	2,250000002
SCO0594	1	0,5	PS04vsMGP12	2
SCO0958	1	0,5	PS04vsMGP12	2
SCO3553	1	0,5	PS04vsMGP12	2
SCO6836	1	0,5	PS04vsMGP12	2
SCO7264	1	0,5	PS04vsMGP12	2
SCO3368	1	0,555555556	PS04vsMGP12	1,799999999
SCO3682	1	0,555555556	PS04vsMGP12	1,799999999
SCO7787	1	0,555555556	PS04vsMGP12	1,799999999
SCO1238	1	0,611111111	PS04vsMGP12	1,636363637
SCO2752	1	0,611111111	PS04vsMGP12	1,636363637
SCO3583	1	0,611111111	PS04vsMGP12	1,636363637
SCO6362	1	0,611111111	PS04vsMGP12	1,636363637
SCO6837	1	0,611111111	PS04vsMGP12	1,636363637
SCO2869	1	0,666666667	PS04vsMGP12	1,499999999
SCO4351	1	0,666666667	PS04vsMGP12	1,499999999
SCO1327	1	0,722222222	PS04vsMGP12	1,384615385
SCO2404	1	0,722222222	PS04vsMGP12	1,384615385
SCO6928	1	0,722222222	PS04vsMGP12	1,384615385
SCO6972	1	0,722222222	PS04vsMGP12	1,384615385
SCO7045	1	0,722222222	PS04vsMGP12	1,384615385
SCO4123	1	0,777777778	PS04vsMGP12	1,285714285
SCO6138	1	0,777777778	PS04vsMGP12	1,285714285
SCO0061	1	0,833333333	PS04vsMGP12	1,2
SCO0551	1	0,833333333	PS04vsMGP12	1,2
SCO0915	1	0,833333333	PS04vsMGP12	1,2
SCO5975	1	0,833333333	PS04vsMGP12	1,2
SCO6982	1	0,833333333	PS04vsMGP12	1,2
SCO7020	1	0,833333333	PS04vsMGP12	1,2
SCO1198	1	0,888888889	PS04vsMGP12	1,125
SCO3258	1	0,888888889	PS04vsMGP12	1,125
SCO3312	1	0,888888889	PS04vsMGP12	1,125
SCO0491	1	0,944444444	PS04vsMGP12	1,05882353
SCO1179	1	0,944444444	PS04vsMGP12	1,05882353
SCO5710	1	0,944444444	PS04vsMGP12	1,05882353
SCO6807	1	0,944444444	PS04vsMGP12	1,05882353
SCO0953	1	1	PS04vsMGP12	1
SCO2047	1	1	PS04vsMGP12	1
SCO2603	1	1	PS04vsMGP12	1
SCO4452	1	1	PS04vsMGP12	1
SCO4788	1	1	PS04vsMGP12	1
SCO0468	1	1,055555556	PS04vsMGP12	0,947368421
SCO3217	1	1,055555556	PS04vsMGP12	0,947368421
SCO4819	1	1,055555556	PS04vsMGP12	0,947368421
SCO5004	1	1,055555556	PS04vsMGP12	0,947368421
SCO6244	1	1,055555556	PS04vsMGP12	0,947368421
SCO0253	1	1,111111111	PS04vsMGP12	0,9
SCO1724	1	1,111111111	PS04vsMGP12	0,9
SCO1060	1	1,222222222	PS04vsMGP12	0,818181818
SCO4208	1	1,222222222	PS04vsMGP12	0,818181818
SCO0440	1	1,277777778	PS04vsMGP12	0,782608696
SCO4170	1	1,277777778	PS04vsMGP12	0,782608696
SCO0853	1	1,333333333	PS04vsMGP12	0,75
SCO6076	1	1,388888889	PS04vsMGP12	0,72
SCO7032	1	1,388888889	PS04vsMGP12	0,72
SCO1606	1	1,444444444	PS04vsMGP12	0,692307693
SCO2259	1	1,444444444	PS04vsMGP12	0,692307693
SCO2683	1	1,444444444	PS04vsMGP12	0,692307693
SCO4606	1	1,444444444	PS04vsMGP12	0,692307693
SCO2566	1	1,5	PS04vsMGP12	0,666666667
SCO7256	1	1,5	PS04vsMGP12	0,666666667
SCO4677	1	1,555555556	PS04vsMGP12	0,642857143
SCO7058	1	1,555555556	PS04vsMGP12	0,642857143
SCO1861	1	1,611111111	PS04vsMGP12	0,620689655
SCO1174	1	1,722222222	PS04vsMGP12	0,580645161
SCO6519	1	1,777777778	PS04vsMGP12	0,5625
SCO6124	1	2,222222222	PS04vsMGP12	0,45
SCO7237	1	2,277777778	PS04vsMGP12	0,43902439
SCO2270	0,251184884	2,333333333	PS04vsMGP12	0,428571429
predicted RNA	1,80E-28	14,44444444	PS04vsMGP12	0,069230769
SCO2796	1	0,210526316	PS04vsMGP12	4,749999995
SCO3499	1	0,210526316	PS04vsMGP12	4,749999995
SCO0288	1	0,263157895	PS04vsMGP12	3,799999996
SCO1805	1	0,315789474	PS04vsMGP12	3,166666664
SCO5917	1	0,315789474	PS04vsMGP12	3,166666664
SCO0150	1	0,368421053	PS04vsMGP12	2,714285712
SCO0154	1	0,421052632	PS04vsMGP12	2,374999998
SCO3497	1	0,421052632	PS04vsMGP12	2,374999998
SCO1358	1	0,473684211	PS04vsMGP12	2,111111109
SCO1322	1	0,526315789	PS04vsMGP12	1,900000002
SCO1173	1	0,578947368	PS04vsMGP12	1,727272729
SCO5084	1	0,578947368	PS04vsMGP12	1,727272729
SCO6834	1	0,578947368	PS04vsMGP12	1,727272729
SCO7461	1	0,578947368	PS04vsMGP12	1,727272729
SCO2360	1	0,631578947	PS04vsMGP12	1,583333334
SCOt32	1	0,631578947	PS04vsMGP12	1,583333334
SCO6226	1	0,684210526	PS04vsMGP12	1,461538462
SCO7794	1	0,684210526	PS04vsMGP12	1,461538462
SCO4988	1	0,736842105	PS04vsMGP12	1,357142858
SCO4995	1	0,736842105	PS04vsMGP12	1,357142858
SCO7131	1	0,736842105	PS04vsMGP12	1,357142858
SCO0307	1	0,789473684	PS04vsMGP12	1,266666667
SCO2823	1	0,789473684	PS04vsMGP12	1,266666667
SCO5899	1	0,789473684	PS04vsMGP12	1,266666667
SCO6327	1	0,789473684	PS04vsMGP12	1,266666667
SCO0486	1	0,842105263	PS04vsMGP12	1,1875
SCO2109	1	0,842105263	PS04vsMGP12	1,1875
SCO2523	1	0,842105263	PS04vsMGP12	1,1875
SCO3209	1	0,842105263	PS04vsMGP12	1,1875
SCO4838	1	0,894736842	PS04vsMGP12	1,117647059
SCO6316	1	0,894736842	PS04vsMGP12	1,117647059
SCO4272	1	0,947368421	PS04vsMGP12	1,055555556
SCO1300	1	1	PS04vsMGP12	1
SCO3338	1	1	PS04vsMGP12	1
SCO3633	1	1	PS04vsMGP12	1
SCO4308	1	1	PS04vsMGP12	1
SCO7004	1	1	PS04vsMGP12	1
SCO2244	1	1,052631579	PS04vsMGP12	0,95
SCO3570	1	1,105263158	PS04vsMGP12	0,904761905
SCO4448	1	1,105263158	PS04vsMGP12	0,904761905
SCO0648	1	1,157894737	PS04vsMGP12	0,863636364
SCO4384	1	1,157894737	PS04vsMGP12	0,863636364
SCO6589	1	1,157894737	PS04vsMGP12	0,863636364
SCO7807	1	1,157894737	PS04vsMGP12	0,863636364
SCO1364	1	1,210526316	PS04vsMGP12	0,826086956
SCO6406	1	1,210526316	PS04vsMGP12	0,826086956
SCO3090	1	1,263157895	PS04vsMGP12	0,791666667
SCO3764	1	1,263157895	PS04vsMGP12	0,791666667
SCO4376	1	1,263157895	PS04vsMGP12	0,791666667
SCO6007	1	1,263157895	PS04vsMGP12	0,791666667
SCO7709	1	1,263157895	PS04vsMGP12	0,791666667
SCO1833	1	1,315789474	PS04vsMGP12	0,76
SCO1915	1	1,368421053	PS04vsMGP12	0,730769231
SCO2469	1	1,421052632	PS04vsMGP12	0,703703703
SCO3134	1	1,421052632	PS04vsMGP12	0,703703703
SCO7756	1	1,421052632	PS04vsMGP12	0,703703703
SCO2324	1	1,473684211	PS04vsMGP12	0,678571428
SCO4245	1	1,473684211	PS04vsMGP12	0,678571428
SCO5439	1	1,473684211	PS04vsMGP12	0,678571428
SCO2248	1	1,526315789	PS04vsMGP12	0,655172414
SCO3189	1	1,578947368	PS04vsMGP12	0,633333334
SCO4434	1	1,631578947	PS04vsMGP12	0,612903226
SCO3957	1	1,789473684	PS04vsMGP12	0,558823529
SCO7453	0,993943232	1,947368421	PS04vsMGP12	0,513513514
SCO7484	1	2,052631579	PS04vsMGP12	0,487179487
SCO4206	0,676415187	2,210526316	PS04vsMGP12	0,452380952
SCO6516	0,016283613	3,578947368	PS04vsMGP12	0,279411765
SCO4815	1	0,4	PS04vsMGP12	2,5
SCO2289	1	0,5	PS04vsMGP12	2
SCO5672	1	0,5	PS04vsMGP12	2
SCO7130	1	0,5	PS04vsMGP12	2
SCO2310	1	0,55	PS04vsMGP12	1,818181818
SCO6976	1	0,55	PS04vsMGP12	1,818181818
SCO0144	1	0,6	PS04vsMGP12	1,666666667
SCO0571	1	0,6	PS04vsMGP12	1,666666667
SCO0819	1	0,6	PS04vsMGP12	1,666666667
SCO6297	1	0,6	PS04vsMGP12	1,666666667
SCO7101	1	0,6	PS04vsMGP12	1,666666667
SCO4565	1	0,65	PS04vsMGP12	1,538461538
SCO7100	1	0,65	PS04vsMGP12	1,538461538
SCO0254	1	0,7	PS04vsMGP12	1,428571429
SCO2135	1	0,7	PS04vsMGP12	1,428571429
SCO3313	1	0,7	PS04vsMGP12	1,428571429
SCO7063	1	0,7	PS04vsMGP12	1,428571429
SCO7752	1	0,7	PS04vsMGP12	1,428571429
SCO2850	1	0,75	PS04vsMGP12	1,333333333
SCO7353	1	0,75	PS04vsMGP12	1,333333333
SCO0427	1	0,8	PS04vsMGP12	1,25
SCO0484	1	0,8	PS04vsMGP12	1,25
SCO5851	1	0,8	PS04vsMGP12	1,25
SCO6069	1	0,8	PS04vsMGP12	1,25
SCO7474	1	0,8	PS04vsMGP12	1,25
SCO0682	1	0,85	PS04vsMGP12	1,176470588
SCO3002	1	0,85	PS04vsMGP12	1,176470588
SCO7648	1	0,85	PS04vsMGP12	1,176470588
SCO4593	1	0,9	PS04vsMGP12	1,111111111
SCO7307	1	0,9	PS04vsMGP12	1,111111111
SCO0523	1	0,95	PS04vsMGP12	1,052631579
SCO1954	1	0,95	PS04vsMGP12	1,052631579
SCO5454	1	0,95	PS04vsMGP12	1,052631579
SCO5648	1	0,95	PS04vsMGP12	1,052631579
SCO1068	1	1	PS04vsMGP12	1
SCO2680	1	1	PS04vsMGP12	1
SCO5816	1	1	PS04vsMGP12	1
SCO5934	1	1,05	PS04vsMGP12	0,952380952
SCO2046	1	1,1	PS04vsMGP12	0,909090909
SCO2296	1	1,1	PS04vsMGP12	0,909090909
SCO3260	1	1,1	PS04vsMGP12	0,909090909
SCO4638	1	1,1	PS04vsMGP12	0,909090909
SCO0447	1	1,15	PS04vsMGP12	0,869565217
SCO1376	1	1,2	PS04vsMGP12	0,833333333
SCO4386	1	1,2	PS04vsMGP12	0,833333333
SCO2295	1	1,25	PS04vsMGP12	0,8
SCO5105	1	1,25	PS04vsMGP12	0,8
SCO3638	1	1,3	PS04vsMGP12	0,769230769
SCO4485	1	1,3	PS04vsMGP12	0,769230769
SCO1911	1	1,45	PS04vsMGP12	0,689655172
SCO2626	1	1,5	PS04vsMGP12	0,666666667
SCO6506	1	1,55	PS04vsMGP12	0,64516129
SCO0906	1	1,6	PS04vsMGP12	0,625
SCO2537	1	1,6	PS04vsMGP12	0,625
SCO1168	1	1,8	PS04vsMGP12	0,555555556
SCO0719	1	1,9	PS04vsMGP12	0,526315789
SCO1832	1	1,9	PS04vsMGP12	0,526315789
SCO3959	0,376151726	2,4	PS04vsMGP12	0,416666667
SCO7088	1	0,19047619	PS04vsMGP12	5,250000013
SCO6356	1	0,238095238	PS04vsMGP12	4,200000002
SCO3120	1	0,333333333	PS04vsMGP12	3,000000003
SCO0434	1	0,380952381	PS04vsMGP12	2,625
SCO0991	1	0,476190476	PS04vsMGP12	2,100000001
SCO2484	1	0,476190476	PS04vsMGP12	2,100000001
SCO2639	1	0,476190476	PS04vsMGP12	2,100000001
SCO3681	1	0,476190476	PS04vsMGP12	2,100000001
SCO5364	1	0,523809524	PS04vsMGP12	1,909090908
SCO6298	1	0,523809524	PS04vsMGP12	1,909090908
SCO6990	1	0,523809524	PS04vsMGP12	1,909090908
SCO7179	1	0,523809524	PS04vsMGP12	1,909090908
SCO1229	1	0,619047619	PS04vsMGP12	1,615384616
SCO1248	1	0,619047619	PS04vsMGP12	1,615384616
SCO1720	1	0,619047619	PS04vsMGP12	1,615384616
SCO3734	1	0,619047619	PS04vsMGP12	1,615384616
SCO0275	1	0,666666667	PS04vsMGP12	1,499999999
SCO1339	1	0,666666667	PS04vsMGP12	1,499999999
SCO5915	1	0,666666667	PS04vsMGP12	1,499999999
SCO6378	1	0,666666667	PS04vsMGP12	1,499999999
SCO2977	1	0,714285714	PS04vsMGP12	1,400000001
SCO1459	1	0,761904762	PS04vsMGP12	1,3125
SCO2143	1	0,761904762	PS04vsMGP12	1,3125
SCO2743	1	0,761904762	PS04vsMGP12	1,3125
SCO6552	1	0,761904762	PS04vsMGP12	1,3125
SCO7599	1	0,761904762	PS04vsMGP12	1,3125
SCO3600	1	0,80952381	PS04vsMGP12	1,235294117
SCO5222	1	0,80952381	PS04vsMGP12	1,235294117
SCO5322	1	0,80952381	PS04vsMGP12	1,235294117
SCO7025	1	0,80952381	PS04vsMGP12	1,235294117
SCO3786	1	0,857142857	PS04vsMGP12	1,166666667
SCO5246	1	0,857142857	PS04vsMGP12	1,166666667
SCO1559	1	0,904761905	PS04vsMGP12	1,105263158
SCO2068	1	0,904761905	PS04vsMGP12	1,105263158
SCO2449	1	0,904761905	PS04vsMGP12	1,105263158
SCO5223	1	0,904761905	PS04vsMGP12	1,105263158
SCO7077	1	0,904761905	PS04vsMGP12	1,105263158
SCO7424	1	0,904761905	PS04vsMGP12	1,105263158
SCO2118	1	0,952380952	PS04vsMGP12	1,05
SCO2190	1	0,952380952	PS04vsMGP12	1,05
SCO1163	1	1	PS04vsMGP12	1
SCO1314	1	1	PS04vsMGP12	1
SCO1962	1	1	PS04vsMGP12	1
SCO2441	1	1	PS04vsMGP12	1
SCO2727	1	1	PS04vsMGP12	1
SCO7708	1	1	PS04vsMGP12	1
SCO1445	1	1,047619048	PS04vsMGP12	0,954545454
SCO2450	1	1,047619048	PS04vsMGP12	0,954545454
SCO4213	1	1,047619048	PS04vsMGP12	0,954545454
SCO5080	1	1,047619048	PS04vsMGP12	0,954545454
SCO0847	1	1,095238095	PS04vsMGP12	0,913043478
SCO1657	1	1,095238095	PS04vsMGP12	0,913043478
SCO0483	1	1,142857143	PS04vsMGP12	0,875
SCO1726	1	1,19047619	PS04vsMGP12	0,84
SCO3104	1	1,19047619	PS04vsMGP12	0,84
SCO3277	1	1,19047619	PS04vsMGP12	0,84
SCO3871	1	1,19047619	PS04vsMGP12	0,84
SCO3910	1	1,19047619	PS04vsMGP12	0,84
SCO4085	1	1,19047619	PS04vsMGP12	0,84
SCO1744	1	1,238095238	PS04vsMGP12	0,807692308
SCO7397	1	1,238095238	PS04vsMGP12	0,807692308
SCO4449	1	1,285714286	PS04vsMGP12	0,777777778
SCO5850	1	1,285714286	PS04vsMGP12	0,777777778
SCO0695	1	1,333333333	PS04vsMGP12	0,75
SCO6988	1	1,333333333	PS04vsMGP12	0,75
SCO7339	1	1,333333333	PS04vsMGP12	0,75
SCO7710	1	1,333333333	PS04vsMGP12	0,75
SCO4307	1	1,380952381	PS04vsMGP12	0,724137931
SCO2231	1	1,476190476	PS04vsMGP12	0,677419355
SCO2323	1	1,476190476	PS04vsMGP12	0,677419355
SCO2530	1	1,476190476	PS04vsMGP12	0,677419355
SCO1607	1	1,523809524	PS04vsMGP12	0,65625
SCO3383	1	1,523809524	PS04vsMGP12	0,65625
SCO7067	1	1,523809524	PS04vsMGP12	0,65625
SCO5536	1	1,619047619	PS04vsMGP12	0,617647059
SCO2551	1	1,761904762	PS04vsMGP12	0,567567568
SCO6015	1	1,761904762	PS04vsMGP12	0,567567568
SCO3114	1	1,952380952	PS04vsMGP12	0,512195122
SCO4329	0,399640599	2,142857143	PS04vsMGP12	0,466666667
SCO4862	0,638965465	2,333333333	PS04vsMGP12	0,428571429
SCO0487	1	0,318181818	PS04vsMGP12	3,142857145
SCO3425	1	0,318181818	PS04vsMGP12	3,142857145
SCO7251	1	0,318181818	PS04vsMGP12	3,142857145
SCO3698	1	0,363636364	PS04vsMGP12	2,749999997
SCO0407	1	0,454545455	PS04vsMGP12	2,199999998
SCO0632	1	0,454545455	PS04vsMGP12	2,199999998
SCO1396	1	0,454545455	PS04vsMGP12	2,199999998
SCO7253	1	0,454545455	PS04vsMGP12	2,199999998
SCO0755	1	0,5	PS04vsMGP12	2
SCO0889	1	0,545454545	PS04vsMGP12	1,833333335
SCO6612	1	0,545454545	PS04vsMGP12	1,833333335
SCO6784	1	0,545454545	PS04vsMGP12	1,833333335
SCO6861	1	0,590909091	PS04vsMGP12	1,692307692
SCO0155	1	0,681818182	PS04vsMGP12	1,466666666
SCO3417	1	0,681818182	PS04vsMGP12	1,466666666
SCO0780	1	0,727272727	PS04vsMGP12	1,375000001
SCO2130	1	0,772727273	PS04vsMGP12	1,294117647
SCO2307	1	0,772727273	PS04vsMGP12	1,294117647
SCO3919	1	0,772727273	PS04vsMGP12	1,294117647
SCO5131	1	0,772727273	PS04vsMGP12	1,294117647
SCO7603	1	0,772727273	PS04vsMGP12	1,294117647
SCO2840	1	0,818181818	PS04vsMGP12	1,222222222
SCO6323	1	0,818181818	PS04vsMGP12	1,222222222
SCO7285	1	0,818181818	PS04vsMGP12	1,222222222
SCO4100	1	0,863636364	PS04vsMGP12	1,157894736
SCO6295	1	0,863636364	PS04vsMGP12	1,157894736
SCO6733	1	0,863636364	PS04vsMGP12	1,157894736
SCO0287	1	0,909090909	PS04vsMGP12	1,1
SCO0603	1	0,909090909	PS04vsMGP12	1,1
SCO3331	1	0,909090909	PS04vsMGP12	1,1
SCO2355	1	0,954545455	PS04vsMGP12	1,047619047
SCO3112	1	1	PS04vsMGP12	1
SCO5487	1	1	PS04vsMGP12	1
SCO0469	1	1,090909091	PS04vsMGP12	0,916666667
SCO6163	1	1,090909091	PS04vsMGP12	0,916666667
SCO1199	1	1,136363636	PS04vsMGP12	0,88
SCO4774	1	1,136363636	PS04vsMGP12	0,88
SCO5949	1	1,136363636	PS04vsMGP12	0,88
SCO2573	1	1,181818182	PS04vsMGP12	0,846153846
SCO0433	1	1,227272727	PS04vsMGP12	0,814814815
SCO2203	1	1,227272727	PS04vsMGP12	0,814814815
SCO2746	1	1,227272727	PS04vsMGP12	0,814814815
SCO7013	1	1,227272727	PS04vsMGP12	0,814814815
SCO3964	1	1,409090909	PS04vsMGP12	0,709677419
SCO5256	1	1,409090909	PS04vsMGP12	0,709677419
SCO2275	1	1,454545455	PS04vsMGP12	0,6875
SCO3365	1	1,545454545	PS04vsMGP12	0,647058824
SCO4432	1	1,545454545	PS04vsMGP12	0,647058824
SCO4930	1	1,545454545	PS04vsMGP12	0,647058824
SCO4851	1	1,681818182	PS04vsMGP12	0,594594595
SCO7441	1	1,681818182	PS04vsMGP12	0,594594595
SCO3142	1	1,818181818	PS04vsMGP12	0,55
SCO7111	1	1,909090909	PS04vsMGP12	0,523809524
predicted RNA	3,33E-11	9,727272727	PS04vsMGP12	0,102803738
SCO3493	1	0,217391304	PS04vsMGP12	4,600000007
SCO7620	1	0,47826087	PS04vsMGP12	2,090909089
SCO1006	1	0,565217391	PS04vsMGP12	1,76923077
SCO7024	1	0,565217391	PS04vsMGP12	1,76923077
SCO0589	1	0,608695652	PS04vsMGP12	1,642857143
SCO0509	1	0,652173913	PS04vsMGP12	1,533333333
SCO1418	1	0,652173913	PS04vsMGP12	1,533333333
SCO1642	1	0,652173913	PS04vsMGP12	1,533333333
SCO1112	1	0,695652174	PS04vsMGP12	1,4375
SCO4204	1	0,695652174	PS04vsMGP12	1,4375
SCO4974	1	0,695652174	PS04vsMGP12	1,4375
SCO5658	1	0,695652174	PS04vsMGP12	1,4375
SCO6100	1	0,695652174	PS04vsMGP12	1,4375
SCO0568	1	0,739130435	PS04vsMGP12	1,352941176
SCO3026	1	0,739130435	PS04vsMGP12	1,352941176
SCO6098	1	0,739130435	PS04vsMGP12	1,352941176
SCO5377	1	0,782608696	PS04vsMGP12	1,277777777
SCO6091	1	0,782608696	PS04vsMGP12	1,277777777
SCO2524	1	0,826086957	PS04vsMGP12	1,210526315
SCO5349	1	0,826086957	PS04vsMGP12	1,210526315
SCO6978	1	0,826086957	PS04vsMGP12	1,210526315
SCO7753	1	0,826086957	PS04vsMGP12	1,210526315
SCO6444	1	0,869565217	PS04vsMGP12	1,150000001
SCO2063	1	0,913043478	PS04vsMGP12	1,095238096
SCO3736	1	0,913043478	PS04vsMGP12	1,095238096
SCO5275	1	0,913043478	PS04vsMGP12	1,095238096
SCO6962	1	0,913043478	PS04vsMGP12	1,095238096
SCO3813	1	0,956521739	PS04vsMGP12	1,045454546
SCO4837	1	0,956521739	PS04vsMGP12	1,045454546
SCO6679	1	0,956521739	PS04vsMGP12	1,045454546
SCO0800	1	1	PS04vsMGP12	1
SCO7568	1	1	PS04vsMGP12	1
SCO0490	1	1,043478261	PS04vsMGP12	0,958333333
SCO1411	1	1,043478261	PS04vsMGP12	0,958333333
SCO2246	1	1,043478261	PS04vsMGP12	0,958333333
SCO2445	1	1,043478261	PS04vsMGP12	0,958333333
SCO3696	1	1,043478261	PS04vsMGP12	0,958333333
SCO3756	1	1,043478261	PS04vsMGP12	0,958333333
SCO3805	1	1,043478261	PS04vsMGP12	0,958333333
