"product" "gene" "start" "end" "strand"
"1568" "acetyl-CoA C-acetyltransferase" "vnz_08175" 1866357 1867514 "-"
"1569" "TetR family transcriptional regulator" "vnz_08180" 1867561 1868181 "-"
"1570" "SDR family oxidoreductase" "vnz_08185" 1868197 1868988 "-"
"1571" "acyl-CoA dehydrogenase family protein" "vnz_08190" 1868985 1870121 "-"
"1572" "acyl-CoA dehydrogenase family protein" "vnz_08195" 1870179 1871324 "+"
"1573" "acyl-CoA/acyl-ACP dehydrogenase" "vnz_08200" 1871324 1872343 "+"
"1574" "pyridoxamine 5'-phosphate oxidase familyprotein" "vnz_08205" 1872351 1872869 "-"
"1575" "PadR family transcriptional regulator" "vnz_08215" 1873401 1873991 "-"
"1576" "LLM class flavin-dependent oxidoreductase" "vnz_08220" 1874087 1875214 "+"
"1577" "glucose 1-dehydrogenase" "vnz_08225" 1875211 1875930 "+"
"1578" "alpha/beta hydrolase" "vnz_08230" 1875927 1876817 "+"
"1579" "glutamate synthase subunit beta" "vnz_08235" 1876955 1878415 "-"
"1580" "glutamate synthase large subunit" "vnz_08240" 1878408 1882970 "-"
"1581" "VIT1/CCC1 transporter family protein" "vnz_08245" 1883493 1884221 "-"
"1582" "ADP-ribosylglycohydrolase family protein" "vnz_08250" 1884477 1885472 "+"
"1583" "ADP-ribosylglycohydrolase family protein" "vnz_08255" 1885793 1887001 "+"
"1584" "ADP-ribosylglycohydrolase family protein" "vnz_08260" 1886982 1888136 "+"
"1585" "ADP-ribosylglycohydrolase family protein" "vnz_08265" 1888133 1889506 "+"
"1586" "ribokinase" "vnz_08270" 1889503 1890441 "+"
"1587" "CoA transferase" "vnz_08275" 1890486 1891697 "+"
"1588" "CoA ester lyase" "vnz_08280" 1891694 1892491 "+"
"1589" "prolipoprotein diacylglyceryl transferase" "vnz_08285" 1892555 1893547 "-"
"1590" "thioredoxin domain-containing protein" "vnz_08290" 1893612 1894436 "-"
"1591" "tryptophan synthase subunit alpha" "vnz_08295" 1894500 1895333 "-"
"1592" "tryptophan synthase subunit beta" "vnz_08300" 1895330 1896568 "-"
"1593" "hypothetical protein" "vnz_08305" 1896798 1897070 "-"
"1594" "indole-3-glycerol phosphate synthase TrpC" "vnz_08310" 1897078 1897887 "-"
"1595" "DUF2752 domain-containing protein" "vnz_08315" 1898043 1898456 "-"
"1596" "hypothetical protein" "vnz_08320" 1898696 1898944 "-"
"1597" "TIGR02234 family membrane protein" "vnz_08325" 1899102 1899752 "-"
"1598" "anthranilate synthase component I" "vnz_08330" 1899767 1901272 "-"
"1599" "phosphoribosyl-AMP cyclohydrolase" "vnz_08335" 1901284 1901658 "-"
"1600" "TIGR03085 family protein" "vnz_08340" 1901743 1902378 "+"
"1601" "MFS transporter" "vnz_08345" 1902434 1903672 "-"
"1602" "helix-turn-helix transcriptional regulator" "vnz_08350" 1903669 1904256 "-"
"1603" "imidazole glycerol phosphate synthase subunitHisF" "vnz_08355" 1904376 1905131 "-"
"1604" "RidA family protein" "vnz_08360" 1905128 1905526 "-"
"1605" "bifunctional1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerasePriA" "vnz_08365" 1905523 1906254 "-"
"1606" "imidazole glycerol phosphate synthase subunitHisH" "vnz_08370" 1906257 1906904 "-"
"1607" "imidazoleglycerol-phosphate dehydratase HisB" "vnz_08375" 1907068 1907661 "-"
"1608" "histidinol-phosphate transaminase" "vnz_08380" 1907658 1908809 "-"
"1609" "histidinol dehydrogenase" "vnz_08385" 1908785 1910137 "-"
"1610" "hypothetical protein" "vnz_08390" 1910341 1911954 "+"
"1611" "hypothetical protein" "vnz_08395" 1912112 1913203 "+"
"1612" "LON peptidase substrate-bindingdomain-containing protein" "vnz_08400" 1913214 1913951 "+"
"1613" "Cys-tRNA(Pro) deacylase" "vnz_08405" 1913962 1914459 "+"
"1614" "hypothetical protein" "vnz_08410" 1914484 1915125 "-"
"1615" "ABC transporter permease" "vnz_08415" 1915160 1915966 "-"
"1616" "ATP-binding cassette domain-containing protein" "vnz_08420" 1916076 1917047 "-"
"1617" "NYN domain-containing protein" "vnz_08425" 1917068 1918420 "-"
"1618" "DNA polymerase III subunit alpha" "vnz_08430" 1918896 1922435 "-"
"1619" "DUF2252 domain-containing protein" "vnz_08435" 1922595 1923920 "+"
"1620" "hypothetical protein" "vnz_08440" 1923991 1924677 "+"
"1621" "DsbA family protein" "vnz_08445" 1924742 1925557 "+"
"1622" "alkaline phosphatase D family protein" "vnz_08450" 1925696 1927345 "+"
"1623" "zinc metalloprotease" "vnz_08455" 1927695 1928654 "+"
"1624" "dienelactone hydrolase family protein" "vnz_08460" 1928721 1929290 "-"
"1625" "Na+/H+ antiporter" "vnz_08465" 1929329 1930915 "-"
"1626" "GNAT family N-acetyltransferase" "vnz_08470" 1930960 1931427 "-"
"1627" "RluA family pseudouridine synthase" "vnz_08475" 1931424 1932365 "-"
"1628" "signal peptidase II" "vnz_08480" 1932419 1933042 "-"
"1629" "TraR/DksA C4-type zinc finger protein" "vnz_08485" 1933178 1934044 "-"
"1630" "isoleucine--tRNA ligase" "vnz_08490" 1934587 1937724 "+"
"1631" "DivIVA domain-containing protein" "vnz_08495" 1937899 1938993 "-"
"1632" "YggT family protein" "vnz_08500" 1939049 1939339 "-"
"1633" "cell division protein SepF" "vnz_08505" 1939420 1940043 "-"
"1634" "YggS family pyridoxal phosphate-dependentenzyme" "vnz_08510" 1940183 1940902 "-"
"1635" "peptidoglycan editing factor PgeF" "vnz_08515" 1940911 1941639 "-"
"1636" "cell division protein FtsZ" "vnz_08520" 1941636 1942850 "-"
"1637" "FtsQ-type POTRA domain-containing protein" "vnz_08525" 1943129 1943944 "-"
"1638" "undecaprenyldiphospho-muramoylpentapeptidebeta-N-acetylglucosaminyltransferase" "vnz_08530" 1943973 1945067 "-"
"1639" "putative lipid II flippase FtsW" "vnz_08535" 1945074 1946414 "-"
"1640" "UDP-N-acetylmuramoyl-L-alanine--D-glutamateligase" "vnz_08540" 1946471 1947910 "-"
"1641" "phospho-N-acetylmuramoyl-pentapeptide-transferase" "vnz_08545" 1947892 1948962 "-"
"1642" "UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase" "vnz_08550" 1948959 1950383 "-"
"1643" "UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase" "vnz_08555" 1950388 1952085 "-"
"1644" "penicillin-binding protein 2" "vnz_08560" 1952102 1954084 "-"
"1645" "hypothetical protein" "vnz_08565" 1954092 1954655 "-"
"1646" "16S rRNA (cytosine(1402)-N(4))-methyltransferaseRsmH" "vnz_08570" 1954706 1955662 "-"
"1647" "carbonic anhydrase" "vnz_08575" 1955990 1956529 "+"
"1648" "MoxR family ATPase" "vnz_08580" 1956689 1957708 "+"
"1649" "DUF58 domain-containing protein" "vnz_08585" 1957708 1959063 "+"
"1650" "DUF4129 domain-containing protein" "vnz_08590" 1959060 1961441 "+"
"1651" "DUF3040 domain-containing protein" "vnz_08595" 1961612 1962016 "-"
"1652" "methyltransferase" "vnz_08600" 1962288 1963076 "-"
"1653" "hypothetical protein" "vnz_08605" 1963143 1963661 "-"
"1654" "ATP-binding cassette domain-containing protein" "vnz_08610" 1963826 1964746 "+"
"1655" "YhgE/Pip domain-containing protein" "vnz_08615" 1964718 1966814 "+"
"1656" "TetR/AcrR family transcriptional regulator" "vnz_08620" 1966858 1967466 "+"
"1657" "DUF4126 domain-containing protein" "vnz_08625" 1967736 1968383 "+"
"1658" "NAD(P)/FAD-dependent oxidoreductase" "vnz_08630" 1968426 1969835 "+"
"1659" "hypothetical protein" "vnz_08635" 1969883 1970716 "-"
"1660" "methylenetetrahydrofolate reductase [NAD(P)H]" "vnz_08640" 1970771 1971688 "-"
"1661" "thiamine phosphate synthase" "vnz_08645" 1971818 1972477 "-"
"1662" "helix-turn-helix domain-containing protein" "vnz_08650" 1972647 1973012 "-"
"1663" "FAD-dependent oxidoreductase" "vnz_08655" 1973056 1974270 "-"
"1664" "glycine oxidase ThiO" "vnz_08660" 1974464 1975672 "+"
"1665" "sulfur carrier protein ThiS" "vnz_08665" 1975669 1975869 "+"
"1666" "thiazole synthase" "vnz_08670" 1975875 1976669 "+"
"1667" "Stk1 family PASTA domain-containing Ser/Thrkinase" "vnz_08675" 1976797 1978707 "+"
"1668" "deoxyribonuclease IV" "vnz_08680" 1978714 1979565 "+"
"1669" "DUF4396 domain-containing protein" "vnz_08685" 1979651 1980208 "+"
"1670" "sulfite oxidase-like oxidoreductase" "vnz_08690" 1980249 1980893 "-"
"1671" "bacterioferritin" "vnz_08695" 1981072 1981548 "+"
"1672" "(2Fe-2S)-binding protein" "vnz_08700" 1981559 1981798 "-"
"1673" "3-deoxy-7-phosphoheptulonate synthase class II" "vnz_08705" 1981931 1983277 "-"
"1674" "N-acetylmuramoyl-L-alanine amidase" "vnz_08710" 1983439 1986273 "+"
"1675" "phenazine-specific anthranilate synthasecomponent I" "vnz_08715" 1986524 1988395 "+"
"1676" "2-hydroxyacid dehydrogenase" "vnz_08720" 1988423 1989421 "-"
"1677" "response regulator transcription factor" "vnz_08725" 1989493 1990164 "-"
"1678" "sensor histidine kinase" "vnz_08730" 1990161 1991384 "-"
"1679" "1-acyl-sn-glycerol-3-phosphate acyltransferase" "vnz_08735" 1991421 1992167 "-"
"1680" "alpha/beta fold hydrolase" "vnz_08740" 1992354 1993136 "+"
"1681" "hypothetical protein" "vnz_08745" 1993129 1993800 "+"
"1682" "endonuclease/exonuclease/phosphatase familyprotein" "vnz_08750" 1993875 1994621 "-"
"1683" "ROK family glucokinase" "vnz_08755" 1994694 1995635 "-"
"1684" "DUF5304 domain-containing protein" "vnz_08760" 1995702 1996187 "-"
"1685" "ArsA family ATPase" "vnz_08765" 1996231 1997361 "-"
"1686" "SRPBCC family protein" "vnz_08770" 1997393 1997830 "-"
"1687" "metallophosphoesterase family protein" "vnz_08775" 1997922 1998689 "-"
"1688" "long-chain fatty acid--CoA ligase" "vnz_08780" 1998945 2000741 "+"
"1689" "glycosyltransferase family 4 protein" "vnz_08785" 2000828 2001970 "-"
"1690" "DUF2029 domain-containing protein" "vnz_08790" 2002058 2003332 "+"
"1691" "MATE family efflux transporter" "vnz_08795" 2003293 2004621 "-"
"1692" "helix-turn-helix transcriptional regulator" "vnz_08800" 2004734 2005264 "+"
"1693" "hypothetical protein" "vnz_08805" 2005261 2006487 "-"
"1694" "C40 family peptidase" "vnz_08810" 2006536 2007546 "-"
"1695" "C40 family peptidase" "vnz_08815" 2007739 2008788 "-"
"1696" "NYN domain-containing protein" "vnz_08820" 2009047 2010411 "-"
"1697" "hypothetical protein" "vnz_08825" 2010445 2010687 "-"
"1698" "rhomboid family intramembrane serine protease" "vnz_08830" 2010845 2011588 "+"
"1699" "Lrp/AsnC ligand binding domain-containingprotein" "vnz_08835" 2011585 2011866 "+"
"1700" "aminotransferase class V-fold PLP-dependentenzyme" "vnz_08840" 2011937 2013358 "-"
"1701" "anthranilate phosphoribosyltransferase" "vnz_08845" 2013809 2014873 "-"
"1702" "cytochrome bc complex cytochrome b subunit" "vnz_08850" 2015029 2016651 "-"
"1703" "Rieske 2Fe-2S domain-containing protein" "vnz_08855" 2016648 2017700 "-"
"1704" "c-type cytochrome" "vnz_08860" 2017697 2018506 "-"
"1705" "heme-copper oxidase subunit III" "vnz_08865" 2018581 2019201 "-"
"1706" "hypothetical protein" "vnz_08870" 2019404 2019805 "+"
"1707" "L,D-transpeptidase family protein" "vnz_08875" 2019943 2021199 "-"
"1708" "cytochrome c oxidase subunit 4" "vnz_08880" 2021323 2021721 "-"
"1709" "cytochrome c oxidase subunit I" "vnz_08885" 2021718 2023454 "-"
"1710" "cytochrome c oxidase subunit II" "vnz_08890" 2023451 2024416 "-"
"1711" "aminotransferase class V-fold PLP-dependentenzyme" "vnz_08895" 2024861 2026243 "+"
"1712" "carbohydrate kinase family protein" "vnz_08900" 2026794 2027768 "-"
"1713" "hypothetical protein" "vnz_08905" 2027898 2028104 "+"
"1714" "hypothetical protein" "vnz_08910" 2028167 2029672 "+"
"1715" "iron-sulfur cluster assembly accessory protein" "vnz_08915" 2029757 2030113 "-"
"1716" "quinolinate synthase NadA" "vnz_08920" 2030376 2031572 "+"
"1717" "efflux RND transporter permease subunit" "vnz_08925" 2031647 2034775 "-"
"1718" "response regulator transcription factor" "vnz_08930" 2034963 2035652 "-"
"1719" "sensor histidine kinase" "vnz_08935" 2035649 2036782 "-"
"1720" "hypothetical protein" "vnz_08940" 2037028 2037306 "-"
"1721" "PspA/IM30 family protein" "vnz_08945" 2037349 2038152 "-"
"1722" "DUF3043 domain-containing protein" "vnz_08950" 2038425 2039030 "+"
"1723" "methyltransferase domain-containing protein" "vnz_08955" 2039138 2039872 "+"
"1724" "trypsin-like peptidase domain-containingprotein" "vnz_08960" 2040001 2041077 "+"
"1725" "hypothetical protein" "vnz_08965" 2041136 2041342 "-"
"1726" "bifunctional adenosylcobinamidekinase/adenosylcobinamide-phosphate guanylyltransferase" "vnz_08970" 2041434 2042636 "+"
"1727" "nicotinate-nucleotide--dimethylbenzimidazolephosphoribosyltransferase" "vnz_08975" 2042693 2043787 "+"
"1728" "DUF2156 domain-containing protein" "vnz_08980" 2043899 2045677 "+"
"1729" "hypothetical protein" "vnz_08990" 2046339 2047103 "-"
"1730" "adenosylcobinamide-GDP ribazoletransferase" "vnz_08995" 2047129 2047935 "+"
"1731" "endo alpha-1,4 polygalactosaminidase" "vnz_09000" 2047961 2048761 "-"
"1732" "hypothetical protein" "vnz_09005" 2048758 2049375 "-"
"1733" "hypothetical protein" "vnz_09010" 2049388 2050917 "-"
"1734" "GT4 family glycosyltransferase PelF" "vnz_09015" 2050914 2052470 "-"
"1735" "hypothetical protein" "vnz_09020" 2052497 2054581 "-"
"1736" "leucyl aminopeptidase" "vnz_09025" 2054899 2056407 "+"
"1737" "dihydrolipoyl dehydrogenase" "vnz_09030" 2056768 2058156 "+"
"1738" "2-oxoglutarate dehydrogenase, E2 component,dihydrolipoamide succinyltransferase" "vnz_09035" 2058219 2060009 "+"
"1739" "GntR family transcriptional regulator" "vnz_09040" 2060141 2060764 "+"
"1740" "pyruvate dehydrogenase (acetyl-transferring),homodimeric type" "vnz_09045" 2061057 2063762 "+"
"1741" "WYL domain-containing protein" "vnz_09050" 2063798 2064757 "+"
"1742" "SDR family oxidoreductase" "vnz_09055" 2064789 2065718 "-"
"1743" "DUF4240 domain-containing protein" "vnz_09060" 2065818 2066339 "+"
"1744" "SDR family oxidoreductase" "vnz_09065" 2066481 2067275 "-"
"1745" "TetR family transcriptional regulator" "vnz_09070" 2067369 2068058 "+"
"1746" "helix-turn-helix domain-containing protein" "vnz_09075" 2068072 2068986 "-"
"1747" "MBL fold metallo-hydrolase" "vnz_09080" 2069139 2069741 "+"
"1748" "GNAT family N-acetyltransferase" "vnz_09085" 2069747 2070247 "-"
"1749" "TIGR01777 family protein" "vnz_09090" 2070286 2071206 "+"
"1750" "FAD-dependent oxidoreductase" "vnz_09095" 2071393 2072778 "+"
"1751" "hypothetical protein" "vnz_09100" 2072844 2074382 "-"
"1752" "lipoyl(octanoyl) transferase LipB" "vnz_09105" 2074671 2075468 "+"
"1753" "lipoyl synthase" "vnz_09110" 2075621 2076577 "+"
"1754" "hypothetical protein" "vnz_09115" 2076832 2077047 "+"
"1755" "DUF4191 domain-containing protein" "vnz_09120" 2077058 2077762 "+"
"1756" "RDD family protein" "vnz_09125" 2077832 2078299 "-"
"1757" "type I glutamate--ammonia ligase" "vnz_09130" 2078523 2079947 "+"
"1758" "tRNA-dependent cyclodipeptide synthase" "vnz_09135" 2080163 2080903 "+"
"1759" "cytochrome P450" "vnz_09140" 2080900 2082093 "+"
"1760" "hypothetical protein" "vnz_09145" 2082185 2082460 "-"
"1761" "arsenate reductase family protein" "vnz_09150" 2082609 2082968 "+"
"1762" "alpha/beta hydrolase" "vnz_09155" 2082965 2083876 "-"
"1763" "MarR family transcriptional regulator" "vnz_09160" 2084029 2084388 "+"
"1764" "PLP-dependent aminotransferase family protein" "vnz_09165" 2084427 2085803 "+"
"1765" "Gfo/Idh/MocA family oxidoreductase" "vnz_09170" 2085836 2086756 "-"
"1766" "hypothetical protein" "vnz_09175" 2087008 2088438 "+"
"1767" "hypothetical protein" "vnz_09180" 2088435 2089604 "+"
"1768" "glutamine synthetase beta-graspdomain-containing protein" "vnz_09185" 2089743 2090774 "+"
"1769" "winged helix-turn-helix transcriptionalregulator" "vnz_09195" 2091161 2091709 "+"
"1770" "PepSY domain-containing protein" "vnz_09200" 2091714 2093144 "-"
"1771" "reductase" "vnz_09210" 2094049 2095050 "+"
"1772" "tyrosine-protein phosphatase" "vnz_09215" 2095154 2095954 "+"
"1773" "metal-dependent hydrolase" "vnz_09225" 2098684 2099568 "+"
"1774" "oxidoreductase" "vnz_09230" 2099568 2100635 "+"
"1775" "TetR/AcrR family transcriptional regulator" "vnz_09240" 2101141 2101875 "+"
"1776" "isomerase" "vnz_09245" 2101860 2102192 "-"
"1777" "GNAT family N-acetyltransferase" "vnz_09250" 2102245 2102763 "+"
"1778" "pullulanase-type alpha-1,6-glucosidase" "vnz_09255" 2102767 2108055 "-"
"1779" "alpha amylase C-terminal domain-containingprotein" "vnz_09260" 2108135 2109850 "-"
"1780" "LacI family DNA-binding transcriptionalregulator" "vnz_09265" 2109987 2111054 "-"
"1781" "glycoside hydrolase family 13 protein" "vnz_09270" 2111042 2112709 "-"
"1782" "carbohydrate ABC transporter permease" "vnz_09275" 2112772 2113662 "-"
"1783" "sugar ABC transporter permease" "vnz_09280" 2113656 2114669 "-"
"1784" "extracellular solute-binding protein" "vnz_09285" 2114689 2115963 "-"
"1785" "LacI family DNA-binding transcriptionalregulator" "vnz_09290" 2116312 2117340 "+"
"1786" "phosphatase PAP2 family protein" "vnz_09295" 2117452 2118414 "+"
"1787" "amidohydrolase" "vnz_09300" 2118398 2119966 "-"
"1788" "APC family permease" "vnz_09305" 2119912 2121417 "-"
"1789" "TetR/AcrR family transcriptional regulatorC-terminal domain-containing protein" "vnz_09310" 2121517 2122125 "+"
"1790" "DUF4344 domain-containing metallopeptidase" "vnz_09315" 2122260 2123138 "+"
"1791" "bifunctional [glutamine synthetase]adenylyltransferase/[glutaminesynthetase]-adenylyl-L-tyrosine phosphorylase" "vnz_09320" 2123147 2126134 "-"
"1792" "PIG-L family deacetylase" "vnz_09325" 2126393 2128471 "+"
"1793" "VOC family protein" "vnz_09330" 2128582 2129013 "+"
"1794" "GNAT family N-acetyltransferase" "vnz_09335" 2129079 2129573 "-"
"1795" "hypothetical protein" "vnz_09340" 2129675 2130109 "-"
"1796" "hypothetical protein" "vnz_09345" 2130391 2131725 "-"
"1798" "NUDIX domain-containing protein" "vnz_09350" 2133995 2134771 "+"
"1799" "hypothetical protein" "vnz_09355" 2134755 2135888 "-"
"1800" "hypothetical protein" "vnz_09360" 2136353 2136811 "+"
"1801" "hypothetical protein" "vnz_09365" 2136901 2137098 "+"
"1802" "hypothetical protein" "vnz_09370" 2137313 2137579 "+"
"1803" "hypothetical protein" "vnz_09375" 2137576 2138712 "+"
"1804" "hypothetical protein" "vnz_09380" 2138709 2139044 "+"
"1805" "hypothetical protein" "vnz_09385" 2139066 2139308 "+"
"1806" "hypothetical protein" "vnz_09390" 2139322 2139699 "+"
"1807" "hypothetical protein" "vnz_09395" 2139782 2139985 "+"
"1808" "cell division protein FtsK" "vnz_09400" 2140069 2142255 "+"
"1809" "hypothetical protein" "vnz_09405" 2142397 2142648 "+"
"1810" "hypothetical protein" "vnz_09410" 2142672 2142860 "+"
"1811" "hypothetical protein" "vnz_09415" 2142870 2143148 "+"
"1812" "bifunctional DNA primase/polymerase" "vnz_09420" 2143278 2144117 "+"
"1813" "hypothetical protein" "vnz_09425" 2144119 2145594 "+"
"1814" "helix-turn-helix domain-containing protein" "vnz_09430" 2146028 2146249 "+"
"1815" "site-specific integrase" "vnz_09435" 2146330 2147595 "+"
"1816" "glutamine synthetase" "vnz_09440" 2147671 2149032 "-"
"1817" "hypothetical protein" "vnz_09445" 2149281 2149670 "+"
"1818" "DUF3105 domain-containing protein" "vnz_09450" 2149745 2150392 "+"
"1819" "DUF305 domain-containing protein" "vnz_09455" 2150479 2151057 "+"
"1820" "CBS domain-containing protein" "vnz_09460" 2151181 2151600 "+"
"1821" "alpha/beta fold hydrolase" "vnz_09465" 2151585 2152403 "-"
"1822" "DUF998 domain-containing protein" "vnz_09470" 2152400 2153086 "-"
"1823" "amino acid permease" "vnz_09475" 2153100 2154578 "-"
"1824" "NAD+ synthase" "vnz_09480" 2154684 2156441 "+"
"1825" "MFS transporter" "vnz_09485" 2156410 2157648 "-"
"1826" "endonuclease/exonuclease/phosphatase familyprotein" "vnz_09490" 2157776 2158798 "-"
"1827" "TetR/AcrR family transcriptional regulator" "vnz_09495" 2159002 2159529 "-"
"1828" "MFS transporter" "vnz_09500" 2159821 2161527 "-"
"1829" "3-methyl-2-oxobutanoatehydroxymethyltransferase" "vnz_09505" 2161745 2162608 "+"
"1830" "ATP-binding cassette domain-containing protein" "vnz_09510" 2162729 2163721 "+"
"1831" "ABC transporter permease" "vnz_09515" 2163718 2164572 "+"
"1832" "winged helix-turn-helix domain-containingprotein" "vnz_09520" 2164588 2167968 "-"
