"logFC","FDR","gene","add_variable","start","end","width","strand"
-0.2935,0.268533,"SCO2795","liquid culture",3051258,3052583,1326,"+"
0.3265,0.032448,"SCO6062","liquid culture",6654298,6655458,1161,"+"
-0.0753,0.746161,"SCO0790","liquid culture",836721,837377,657,"+"
-1.0931,0,"SCO0568","liquid culture",610415,611488,1074,"-"
0.3329,0.068021,"SCO5418","liquid culture",5887579,5888283,705,"-"
-0.8757,0.001249,"SCO6870","liquid culture",7640844,7641461,618,"-"
-0.5407,0.003245,"SCO7532","liquid culture",8351511,8352350,840,"-"
-0.3251,0.047459,"SCO0616","liquid culture",653947,656322,2376,"-"
-0.6829,0.000203,"SCO5093","liquid culture",5535110,5535607,498,"-"
0.9279,2e-06,"SCO3119","liquid culture",3420021,3421340,1320,"-"
0.2714,0.222151,"SCO5636","liquid culture",6136289,6137068,780,"-"
0.3485,0.009694,"SCO7143","liquid culture",7936673,7939486,2814,"+"
0.3331,0.127711,"SCO2650","liquid culture",2882600,2882911,312,"-"
1.3057,6e-06,"SCO0380","liquid culture",395065,395460,396,"+"
-0.6287,0.009132,"SCO4479","liquid culture",4898224,4899117,894,"-"
-0.5479,0.004799,"SCO0634","liquid culture",675420,676031,612,"-"
0.1143,0.673672,"SCO0619","liquid culture",660525,661268,744,"+"
-0.4957,0.011563,"SCO3529","liquid culture",3896197,3896718,522,"-"
-0.7292,0.009039,"SCO7774","liquid culture",8602543,8603184,642,"+"
-0.7682,0.000244,"SCO2543","liquid culture",2741579,2742547,969,"-"
-1.5276,0,"SCO3094","liquid culture",3389317,3389877,561,"-"
-0.2812,0.076107,"SCO7101","liquid culture",7891305,7892660,1356,"+"
-0.0862,0.705665,"SCO7593","liquid culture",8419486,8419851,366,"+"
-0.2581,0.394619,"SCO6852","liquid culture",7624664,7625485,822,"-"
0.5558,0.000675,"SCO1305","liquid culture",1381144,1382538,1395,"-"
-0.0686,0.794024,"SCO4267","liquid culture",4682918,4684078,1161,"-"
-0.9471,2e-05,"SCO2993","liquid culture",3261047,3261601,555,"+"
1.8251,0,"SCO5574","liquid culture",6071764,6072189,426,"-"
2.0275,2.5e-05,"SCO4626","liquid culture",5048667,5049200,534,"-"
-0.28,0.182109,"SCO6602","liquid culture",7322891,7323919,1029,"+"
-0.4671,0.013711,"SCO5347","liquid culture",5815050,5816414,1365,"+"
1.206,0,"SCO2438","liquid culture",2616326,2617732,1407,"+"
-0.3429,0.019646,"SCO4506","liquid culture",4926246,4927094,849,"+"
-3.3894,0,"SCO4540","liquid culture",4957302,4957544,243,"-"
0.6408,0.000495,"SCO3977","liquid culture",4379364,4380923,1560,"+"
0.3335,0.33127,"SCO6188","liquid culture",6793866,6795566,1701,"+"
-1.5479,1e-06,"SCO3124","liquid culture",3425176,3425772,597,"+"
-0.4365,0.014723,"SCO5689","liquid culture",6195389,6197359,1971,"+"
-0.2549,0.092386,"SCO4234","liquid culture",4638344,4638856,513,"+"
0.0064,0.978268,"SCO3840","liquid culture",4222903,4223718,816,"-"
1.7896,0,"SCO2884","liquid culture",3138905,3140131,1227,"+"
0.7435,8e-06,"SCO2096","liquid culture",2252305,2254698,2394,"+"
0.1788,0.388557,"SCO6905","liquid culture",7669027,7669404,378,"+"
0.4209,0.038728,"SCO6632","liquid culture",7359865,7360494,630,"+"
-0.5683,0.001417,"SCO7753","liquid culture",8586108,8586500,393,"-"
-0.7937,0.000471,"SCO1885","liquid culture",2019011,2020168,1158,"-"
0.0227,0.924104,"SCO6067","liquid culture",6658496,6658855,360,"-"
-0.458,0.012585,"SCO3689","liquid culture",4071163,4071573,411,"-"
0.2211,0.205443,"SCO4788","liquid culture",5208328,5209623,1296,"+"
0.1933,0.3687,"SCO5765","liquid culture",6303404,6304429,1026,"-"
0.5201,0.001794,"SCO3180","liquid culture",3484605,3485117,513,"-"
0.5191,0.005733,"SCO5714","liquid culture",6229321,6230274,954,"-"
-0.3552,0.051176,"SCO5158","liquid culture",5605370,5605966,597,"+"
-0.7957,6e-05,"SCO0940","liquid culture",986247,986720,474,"+"
-1.5871,0,"SCO0084","liquid culture",70777,71235,459,"+"
-0.1239,0.572363,"SCO0893","liquid culture",938389,939612,1224,"+"
-0.9027,2.5e-05,"SCO2116","liquid culture",2273596,2276427,2832,"+"
-0.0454,0.877106,"SCO4185","liquid culture",4594466,4595476,1011,"+"
0.2323,0.295134,"SCO7380","liquid culture",8191911,8193224,1314,"-"
-0.1064,0.631896,"SCO3613","liquid culture",3992273,3992845,573,"-"
-1.2601,0,"SCO3856","liquid culture",4240850,4241383,534,"-"
0.1312,0.6003,"SCO0735","liquid culture",777895,779097,1203,"+"
1.5104,0.000308,"SCO0862","liquid culture",908813,909472,660,"-"
-0.9395,0.000219,"SCO4220","liquid culture",4627348,4627767,420,"-"
-1.0482,2.7e-05,"SCO4831","liquid culture",5263034,5264980,1947,"+"
-0.1142,0.609257,"SCO0371","liquid culture",380751,383360,2610,"-"
0.7979,3.1e-05,"SCO4321","liquid culture",4732070,4734673,2604,"-"
0.2444,0.202343,"SCO4931","liquid culture",5364745,5365845,1101,"+"
-1.0483,0,"SCO4101","liquid culture",4500126,4500524,399,"+"
-0.8203,3.3e-05,"SCO0806","liquid culture",853340,854365,1026,"-"
-0.9413,2.5e-05,"SCO0309","liquid culture",305537,306625,1089,"-"
0.0246,0.922369,"SCO5950","liquid culture",6518093,6519544,1452,"-"
-0.6302,0.000241,"SCO4373","liquid culture",4787839,4788393,555,"-"
1.1058,0.001296,"SCO2551","liquid culture",2751556,2751900,345,"+"
0.8232,0.000538,"SCO5489","liquid culture",5974936,5975874,939,"-"
-0.7409,0.003453,"SCO0067","liquid culture",54097,54918,822,"+"
-0.9791,0.000696,"SCO5334","liquid culture",5808844,5809158,315,"-"
-0.4158,0.021291,"SCO6688","liquid culture",7433569,7437084,3516,"+"
-0.4813,0.008489,"SCO2567","liquid culture",2769878,2772445,2568,"-"
-0.9176,1e-06,"SCO1501","liquid culture",1603091,1605763,2673,"-"
1.027,2.7e-05,"SCO5602","liquid culture",6104476,6104868,393,"+"
-0.3527,0.085289,"SCO7113","liquid culture",7902488,7903123,636,"+"
3e-04,0.999027,"SCO0511","liquid culture",546358,547116,759,"+"
0.1883,0.536378,"SCO1635","liquid culture",1749770,1750081,312,"-"
-0.76,0.001175,"SCO6530","liquid culture",7221367,7223199,1833,"+"
-0.8347,2.6e-05,"SCO2466","liquid culture",2654512,2655117,606,"+"
1.9112,0,"SCO3652","liquid culture",4030362,4031294,933,"-"
0.0049,0.983859,"SCO2596","liquid culture",2812358,2812612,255,"-"
0.359,0.044767,"SCO7508","liquid culture",8322307,8323140,834,"-"
-0.1572,0.560941,"SCO0773","liquid culture",821848,822048,201,"-"
-0.184,0.353365,"SCO3391","liquid culture",3754603,3755691,1089,"+"
0.6128,0.000618,"SCO1996","liquid culture",2131391,2131993,603,"-"
0.1699,0.414205,"SCO3807","liquid culture",4185833,4186627,795,"-"
-1.9227,0,"SCO4464","liquid culture",4884219,4884893,675,"-"
0.0172,0.958848,"SCO0786","liquid culture",833261,833800,540,"+"
0.4954,0.005406,"SCO1021","liquid culture",1077009,1077458,450,"+"
0.5106,0.015208,"SCO2233","liquid culture",2401780,2402643,864,"+"
2.335,0,"SCO0921","liquid culture",966843,967613,771,"-"
-1.2677,0,"SCO0747","liquid culture",789337,789837,501,"-"
-1.0024,6.1e-05,"SCO5903","liquid culture",6469848,6470225,378,"+"
-0.1163,0.606566,"SCO7609","liquid culture",8436288,8436974,687,"-"
0.2049,0.316328,"SCO0635","liquid culture",676130,677023,894,"+"
-0.6088,0.002961,"SCO0765","liquid culture",810172,812415,2244,"-"
0.0036,0.988091,"SCO4743","liquid culture",5157368,5157973,606,"+"
0.1218,0.573178,"SCO2649","liquid culture",2880455,2882590,2136,"-"
-0.3221,0.143447,"SCO6116","liquid culture",6720968,6722509,1542,"+"
1.3027,0.000382,"SCO4218","liquid culture",4625975,4626166,192,"+"
-0.6927,4.5e-05,"SCO1300","liquid culture",1374583,1377582,3000,"-"
-0.5747,0.026891,"SCO7085","liquid culture",7873167,7873427,261,"+"
-0.0336,0.889644,"SCO7556","liquid culture",8378701,8379696,996,"+"
-0.8729,3.1e-05,"SCO3585","liquid culture",3963717,3964058,342,"+"
0.1341,0.530726,"SCO4795","liquid culture",5215942,5216958,1017,"-"
-0.2611,0.130171,"SCO2945","liquid culture",3201247,3202197,951,"-"
-0.4151,0.016089,"SCO7546","liquid culture",8368594,8369616,1023,"+"
-0.4167,0.023292,"SCO7682","liquid culture",8506283,8512972,6690,"+"
0.3423,0.152313,"SCO3816","liquid culture",4194961,4195941,981,"-"
0.7947,0.000619,"SCO1716","liquid culture",1837136,1837885,750,"+"
0.1,0.665506,"SCO6381","liquid culture",7043724,7045067,1344,"-"
-0.3201,0.054668,"SCO1526","liquid culture",1630241,1631176,936,"-"
-0.8682,5.7e-05,"SCO0299","liquid culture",293613,294497,885,"+"
-0.8506,2e-06,"SCO3381","liquid culture",3743829,3744818,990,"-"
0.7255,0.000258,"SCO7071","liquid culture",7860829,7861221,393,"-"
-0.5216,0.001838,"SCO3976","liquid culture",4378271,4379098,828,"-"
-0.69,0.000388,"SCO0288","liquid culture",280692,281132,441,"-"
-0.3042,0.193427,"SCO6860","liquid culture",7630450,7630887,438,"-"
-0.4048,0.035675,"SCO6840","liquid culture",7610762,7612807,2046,"-"
-1.4966,0,"SCO2085","liquid culture",2237830,2239200,1371,"-"
-0.5771,0.001629,"SCO1817","liquid culture",1947013,1948407,1395,"+"
-0.2696,0.127629,"SCO6674","liquid culture",7414995,7415231,237,"-"
0.1527,0.484694,"SCO5804","liquid culture",6347027,6347575,549,"+"
0.1931,0.344853,"SCO5477","liquid culture",5963174,5964976,1803,"+"
-1.0351,1e-06,"SCO3015","liquid culture",3290867,3292255,1389,"+"
0.3181,0.040389,"SCO5797","liquid culture",6336091,6337308,1218,"-"
-0.3031,0.119075,"SCO3518","liquid culture",3887444,3888079,636,"+"
-0.2536,0.124418,"SCO7141","liquid culture",7935350,7935958,609,"-"
-0.5819,0.00279,"SCO7238","liquid culture",8046083,8046460,378,"+"
-0.6881,0.000306,"SCO4178","liquid culture",4589846,4589944,99,"+"
2.6101,0,"SCO1140","liquid culture",1198323,1199822,1500,"+"
0.6751,4e-04,"SCO0639","liquid culture",680496,681428,933,"-"
0.1232,0.59364,"SCO1701","liquid culture",1820559,1821710,1152,"-"
0.9365,9.3e-05,"SCO6531","liquid culture",7223286,7223711,426,"+"
-0.1082,0.626302,"SCO4445","liquid culture",4866642,4867625,984,"-"
-0.9415,3e-06,"SCO3264","liquid culture",3613628,3614359,732,"-"
0.6242,0.002812,"SCO1020","liquid culture",1075397,1076719,1323,"-"
-1.4295,3e-06,"SCO3553","liquid culture",3928243,3928470,228,"-"
0.5922,4.9e-05,"SCO2657","liquid culture",2888297,2889526,1230,"+"
1.3218,4e-06,"SCO4399","liquid culture",4816468,4817853,1386,"+"
-0.4625,0.004977,"SCO6365","liquid culture",7025526,7028168,2643,"-"
-0.119,0.589883,"SCO5030","liquid culture",5465646,5467043,1398,"+"
-0.8774,0.000109,"SCO2724","liquid culture",2970454,2971884,1431,"-"
0.1891,0.263088,"SCO1073","liquid culture",1132744,1134012,1269,"-"
0.7401,0.00053,"SCO5164","liquid culture",5610280,5611185,906,"+"
-1.2147,0,"SCO0240","liquid culture",228714,229649,936,"-"
1.0903,1e-06,"SCO5144","liquid culture",5591303,5592106,804,"-"
-0.7917,0.002316,"SCO7180","liquid culture",7981070,7981423,354,"-"
0.4779,0.006118,"SCO5512","liquid culture",6003117,6004958,1842,"+"
0.1927,0.300683,"SCO4009","liquid culture",4402297,4406688,4392,"-"
0.0491,0.849427,"SCO6072","liquid culture",6664069,6666069,2001,"+"
1.2907,2.3e-05,"SCO6972","liquid culture",7739853,7740392,540,"-"
-0.5243,0.016923,"SCO7545","liquid culture",8367785,8368597,813,"+"
-0.564,0.014215,"SCO0890","liquid culture",935622,936329,708,"-"
0.8811,3e-06,"SCO2392","liquid culture",2563944,2564861,918,"+"
-0.7517,0.000363,"SCO3256","liquid culture",3606326,3606979,654,"-"
-0.5105,0.004265,"SCO0898","liquid culture",943851,945833,1983,"-"
0.2939,0.07338,"SCO6428","liquid culture",7097567,7104511,6945,"-"
0.2578,0.18778,"SCO5531","liquid culture",6026708,6027712,1005,"-"
0.1606,0.484403,"SCO1275","liquid culture",1344856,1346613,1758,"+"
-0.7901,2e-05,"SCO0505","liquid culture",539123,542131,3009,"+"
0.9865,5e-06,"SCO1199","liquid culture",1270926,1271906,981,"-"
1.8733,0,"SCO6927","liquid culture",7691781,7692905,1125,"-"
-0.9068,1.3e-05,"SCO7303","liquid culture",8111066,8111647,582,"+"
2e-04,0.999418,"SCO1951","liquid culture",2085558,2086649,1092,"-"
-1.3847,0,"SCO1553","liquid culture",1661473,1662705,1233,"-"
0.0383,0.877148,"SCO0301","liquid culture",296471,297499,1029,"+"
0.12,0.580829,"SCO5437","liquid culture",5911410,5911808,399,"+"
0.8295,5e-06,"SCO6447","liquid culture",7131401,7132141,741,"-"
0.8767,0.000471,"SCO7478","liquid culture",8291215,8292117,903,"-"
0.9732,1e-06,"SCO2541","liquid culture",2738852,2740222,1371,"-"
-0.9905,2e-06,"SCO4733","liquid culture",5146008,5147243,1236,"+"
0.5089,0.002502,"SCO6119","liquid culture",6724307,6724990,684,"+"
-1.4072,0,"SCO5579","liquid culture",6080126,6081583,1458,"-"
1.2222,0,"SCO6264","liquid culture",6889624,6890412,789,"+"
0.3942,0.050526,"SCO0637","liquid culture",678937,679392,456,"+"
-0.062,0.796353,"SCO0575","liquid culture",617124,617855,732,"+"
-0.1363,0.528539,"SCO5661","liquid culture",6160823,6161548,726,"-"
-0.3149,0.030733,"SCO2989","liquid culture",3258693,3259130,438,"-"
-1.1571,4e-06,"SCO3120","liquid culture",3421849,3422058,210,"-"
-0.6329,9.7e-05,"SCO0142","liquid culture",134295,136100,1806,"-"
-0.364,0.176448,"SCO0964","liquid culture",1017707,1018138,432,"-"
0.2243,0.248983,"SCO0420","liquid culture",437253,438287,1035,"-"
-0.5744,0.000577,"SCO3438","liquid culture",3800452,3801675,1224,"-"
-1.3631,0,"SCO4709","liquid culture",5132065,5132484,420,"+"
-0.6209,0.020523,"SCO6952","liquid culture",7715801,7716844,1044,"-"
-0.3581,0.045833,"SCO4276","liquid culture",4692106,4692777,672,"+"
0.539,0.063011,"SCO7148","liquid culture",7942508,7942861,354,"+"
-0.5012,0.004294,"SCO3680","liquid culture",4064575,4064868,294,"-"
-0.6706,0.00011,"SCO5116","liquid culture",5562491,5563636,1146,"+"
-0.8026,0.000266,"SCO6364","liquid culture",7024745,7025536,792,"-"
-0.2918,0.069358,"SCO3567","liquid culture",3946803,3948008,1206,"-"
-1.0172,5e-06,"SCO1411","liquid culture",1505261,1506583,1323,"+"
-0.8242,1e-06,"SCO4024","liquid culture",4421136,4422659,1524,"+"
-0.1555,0.472788,"SCO7650","liquid culture",8477428,8478900,1473,"+"
-0.3505,0.136813,"SCO6922","liquid culture",7685784,7686425,642,"-"
0.1904,0.283915,"SCO7326","liquid culture",8132296,8134770,2475,"-"
-0.5701,0.003934,"SCO5548","liquid culture",6047855,6048250,396,"+"
-0.5466,0.012427,"SCO3765","liquid culture",4138735,4140114,1380,"-"
-0.0289,0.904367,"SCO7201","liquid culture",8004272,8004748,477,"+"
-0.9141,8.6e-05,"SCO3881","liquid culture",4273286,4273657,372,"+"
-1.2968,2e-06,"SCO0628","liquid culture",669972,671570,1599,"-"
-1.8366,1e-06,"SCO2865","liquid culture",3122091,3122933,843,"+"
0.0992,0.664654,"SCO3061","liquid culture",3354084,3354656,573,"+"
-0.4057,0.008929,"SCO5141","liquid culture",5588682,5589566,885,"-"
-0.3297,0.078706,"SCO3697","liquid culture",4076249,4077469,1221,"-"
-0.1712,0.386084,"SCO4191","liquid culture",4599453,4600274,822,"+"
-0.6012,0.000658,"SCO5529","liquid culture",6023669,6025273,1605,"+"
0.0174,0.948542,"SCO3658","liquid culture",4036689,4037879,1191,"+"
2.5082,0,"SCO4879","liquid culture",5310555,5311886,1332,"+"
0.5985,0.010333,"SCO0726","liquid culture",770144,770632,489,"-"
1.2956,1e-06,"SCO0927","liquid culture",973388,974224,837,"+"
0.1151,0.60008,"SCO4014","liquid culture",4410577,4410936,360,"-"
-0.0254,0.914344,"SCO1382","liquid culture",1460736,1461209,474,"-"
0.4738,0.00553,"SCO6989","liquid culture",7756901,7757431,531,"-"
-0.0158,0.950286,"SCO1824","liquid culture",1954737,1956275,1539,"+"
-0.4284,0.020358,"SCO5932","liquid culture",6501336,6502763,1428,"+"
3.961,0.000106,"SCO6942","liquid culture",7705649,7706164,516,"-"
-0.6953,0.000565,"SCO3923","liquid culture",4317659,4317976,318,"+"
-0.4749,0.036839,"SCO0138","liquid culture",131523,132296,774,"+"
-0.2074,0.355136,"SCO5933","liquid culture",6502747,6503922,1176,"-"
-0.0793,0.733903,"SCO2499","liquid culture",2693290,2697708,4419,"-"
-0.2617,0.117071,"SCO3828","liquid culture",4209661,4210572,912,"-"
-0.4273,0.021772,"SCO5941","liquid culture",6507985,6509133,1149,"+"
-1.0524,3e-06,"SCO7309","liquid culture",8115853,8117187,1335,"+"
-1.1988,3e-05,"SCO2247","liquid culture",2416129,2416314,186,"-"
0.2473,0.194068,"SCO3646","liquid culture",4024591,4025406,816,"-"
0.79,3.8e-05,"SCO1841","liquid culture",1969468,1970052,585,"+"
0.3012,0.072055,"SCO6588","liquid culture",7299120,7300451,1332,"-"
0.674,0.001134,"SCO2426","liquid culture",2600318,2601529,1212,"+"
0.8617,0.014286,"SCO0303","liquid culture",298105,298311,207,"-"
-0.9072,0.000148,"SCO4694","liquid culture",5119650,5119892,243,"+"
-0.9136,0.000464,"SCO6837","liquid culture",7607049,7608155,1107,"+"
0.6438,0.034086,"SCO0838","liquid culture",885442,885867,426,"+"
-0.5616,0.001351,"SCO6985","liquid culture",7752600,7753763,1164,"-"
3.1171,0,"SCO2286","liquid culture",2456145,2457821,1677,"-"
1.0813,2e-05,"SCO6473","liquid culture",7161921,7163264,1344,"-"
0.8058,4.2e-05,"SCO3999","liquid culture",4394003,4395133,1131,"+"
-0.3304,0.040778,"SCO7301","liquid culture",8109415,8110161,747,"-"
-2.9844,0,"SCO4887","liquid culture",5321317,5322441,1125,"+"
-0.1869,0.296801,"SCO3951","liquid culture",4351038,4352000,963,"-"
0.077,0.763799,"SCO2827","liquid culture",3087146,3087649,504,"-"
-0.5343,0.009181,"SCO6921","liquid culture",7684057,7685787,1731,"-"
0.1331,0.530356,"SCO7584","liquid culture",8409626,8410198,573,"-"
-0.2986,0.17096,"SCO3556","liquid culture",3930322,3931893,1572,"-"
0.6874,0.005783,"SCO1136","liquid culture",1193951,1194742,792,"-"
-0.5903,0.00099,"SCO6883","liquid culture",7652060,7652374,315,"-"
0.1525,0.459975,"SCO0183","liquid culture",170911,172158,1248,"+"
-0.0107,0.966348,"SCO3021","liquid culture",3303453,3304409,957,"+"
-0.3687,0.097195,"SCO7504","liquid culture",8317256,8318206,951,"+"
0.0181,0.938905,"SCO6699","liquid culture",7451752,7452357,606,"-"
-0.3351,0.103774,"SCO6899","liquid culture",7663852,7665003,1152,"+"
0.2141,0.312273,"SCO5463","liquid culture",5949398,5950312,915,"+"
0.1128,0.623282,"SCO5824","liquid culture",6373869,6375023,1155,"+"
0.825,0.001671,"SCO0848","liquid culture",894818,895819,1002,"-"
-0.5593,0.000446,"SCO3759","liquid culture",4132135,4133346,1212,"-"
-0.612,0.002672,"SCO5848","liquid culture",6403579,6404886,1308,"+"
0.3062,0.036178,"SCO0803","liquid culture",850100,851074,975,"-"
2.365,0,"SCO1715","liquid culture",1835784,1837109,1326,"+"
-0.4746,0.004603,"SCO1253","liquid culture",1324336,1325118,783,"+"
0.0165,0.944856,"SCO0583","liquid culture",625127,626350,1224,"+"
-0.6328,0.000169,"SCO4362","liquid culture",4775642,4776853,1212,"+"
-0.7729,2.8e-05,"SCO4072","liquid culture",4466063,4466665,603,"-"
0.5568,0.006866,"SCO0544","liquid culture",579257,580789,1533,"+"
-1.2335,0,"SCO4717","liquid culture",5135180,5135719,540,"+"
-1.4113,0,"SCO3580","liquid culture",3958243,3960513,2271,"+"
1.8174,0,"SCO4394","liquid culture",4810836,4811528,693,"+"
-0.7557,0.000319,"SCO2906","liquid culture",3157707,3159002,1296,"+"
-0.4007,0.013354,"SCO0051","liquid culture",40223,40918,696,"-"
0.5967,0.000162,"SCO1594","liquid culture",1704284,1706806,2523,"-"
-0.8161,7.2e-05,"SCO4405","liquid culture",4823468,4824442,975,"-"
-0.9683,0.005805,"SCO5729","liquid culture",6247184,6249421,2238,"-"
0.2112,0.243956,"SCO6090","liquid culture",6688705,6689961,1257,"+"
-0.0743,0.748265,"SCO7369","liquid culture",8181660,8182973,1314,"-"
0.1483,0.454645,"SCO6740","liquid culture",7495638,7496600,963,"-"
0.15,0.513031,"SCO6886","liquid culture",7655068,7655703,636,"+"
0.1795,0.407845,"SCO1351","liquid culture",1426295,1429033,2739,"+"
1.6734,0,"SCO5798","liquid culture",6337406,6338635,1230,"-"
-0.5188,0.000152,"SCO2137","liquid culture",2298982,2300325,1344,"-"
1.0914,9e-06,"SCO4115","liquid culture",4515796,4517919,2124,"+"
1.5372,0,"SCO1397","liquid culture",1483776,1484795,1020,"+"
-0.2021,0.33855,"SCO7151","liquid culture",7944613,7945416,804,"+"
-0.3032,0.1114,"SCO6864","liquid culture",7633888,7635678,1791,"-"
-0.7862,0.006273,"SCO6642","liquid culture",7377777,7378070,294,"-"
-1.0631,9e-06,"SCO6297","liquid culture",6957019,6957975,957,"-"
-0.6163,0.000376,"SCO1664","liquid culture",1784440,1785237,798,"-"
0.892,1.2e-05,"SCO1374","liquid culture",1451745,1452356,612,"+"
-0.5405,0.00043,"SCO3170","liquid culture",3474274,3475167,894,"-"
-0.2939,0.224882,"SCO1130","liquid culture",1186491,1188266,1776,"+"
1.5105,0,"SCO2448","liquid culture",2629970,2631634,1665,"+"
0.7887,0.004558,"SCO6800","liquid culture",7560698,7561891,1194,"+"
-0.3401,0.199946,"SCO5054","liquid culture",5494102,5494416,315,"+"
-0.5773,0.000425,"SCO1063","liquid culture",1123067,1123960,894,"-"
0.2089,0.300037,"SCO4689","liquid culture",5117228,5117560,333,"+"
0.3015,0.040455,"SCO0422","liquid culture",438997,440190,1194,"-"
-0.6705,0.00229,"SCO1211","liquid culture",1282582,1283235,654,"-"
-0.1151,0.599288,"SCO2215","liquid culture",2378415,2379692,1278,"+"
-0.3144,0.039571,"SCO4860","liquid culture",5288869,5290443,1575,"+"
-2.0663,0,"SCO3847","liquid culture",4231928,4233400,1473,"+"
