"gene","logFC","FDR","add_variable","start","end","width","strand"
"SCO6325",0.234674797,0.212004454,"delgbn24h",6985856,6986764,909,"-"
"SCO6326",0.174625561,0.264845341,"delgbn24h",6986787,6987242,456,"-"
"SCO6327",1.078578209,0.007890216,"delgbn24h",6987274,6987738,465,"-"
"SCO6328",0.205650864,0.156386627,"delgbn24h",6987864,6988172,309,"-"
"SCO6329",-0.016291674,1,"delgbn24h",6988370,6988459,90,"+"
"SCO6330",0.078107029,0.598496261,"delgbn24h",6988456,6989079,624,"+"
"SCO6331",-0.074348521,0.672239679,"delgbn24h",6989076,6990485,1410,"+"
"SCO6332",-0.046785359,0.535573317,"delgbn24h",6990537,6990734,198,"-"
"SCO6333",0.136645001,0.388583796,"delgbn24h",6990876,6991409,534,"-"
"SCO6334",-0.003490101,0.988586329,"delgbn24h",6991755,6994433,2679,"-"
"SCO6335",0.046911993,0.836877004,"delgbn24h",6994439,6995353,915,"-"
"SCO6336",0.03541524,0.867702109,"delgbn24h",6995390,6996544,1155,"+"
"SCO6337",-0.002290703,1,"delgbn24h",6996448,6997380,933,"-"
"SCO6338",0.010450792,1,"delgbn24h",6997411,6997698,288,"-"
"SCO6339",-0.059756294,0.771700383,"delgbn24h",6998012,6999361,1350,"+"
"SCO6340",-0.213299531,0.212004454,"delgbn24h",6999405,7000040,636,"+"
"SCO6341",-0.006952601,0.97968325,"delgbn24h",7000095,7000874,780,"+"
"SCO6342",0.025134542,0.921453736,"delgbn24h",7000969,7001376,408,"+"
"SCO6343",-0.091819218,1,"delgbn24h",7001411,7001539,129,"+"
"SCO6344",0.013053983,0.967288716,"delgbn24h",7001616,7003223,1608,"-"
"SCO6345",0.005060486,1,"delgbn24h",7003454,7004212,759,"+"
"SCO6346",0.011324659,1,"delgbn24h",7004372,7004848,477,"+"
"SCO6347",-0.079563684,0.534165757,"delgbn24h",7004952,7006739,1788,"+"
"SCO6348",-0.063340623,0.733254615,"delgbn24h",7006807,7010892,4086,"-"
"SCO6349",-0.072405409,0.690618396,"delgbn24h",7011086,7012171,1086,"+"
"SCO6350",0.024722849,0.921516203,"delgbn24h",7012204,7012788,585,"-"
"SCO6351",-0.055660576,0.80210797,"delgbn24h",7012868,7013566,699,"+"
"SCO6352",0.034017883,0.885594475,"delgbn24h",7013618,7014034,417,"-"
"SCO6353",-0.024748468,0.926201559,"delgbn24h",7014907,7016286,1380,"-"
"SCO6354",0.386962774,0.091797702,"delgbn24h",7016283,7016897,615,"-"
"SCO6355",0.039042085,0.863907448,"delgbn24h",7016899,7017717,819,"-"
"SCO6356",-0.041206059,0.816964298,"delgbn24h",7017714,7018319,606,"-"
"SCO6357",-0.015362106,0.959308645,"delgbn24h",7018316,7019002,687,"-"
"SCO6358",0.092686594,0.606823018,"delgbn24h",7019120,7019509,390,"+"
"SCO6359",-0.082426041,0.665366279,"delgbn24h",7019506,7020435,930,"+"
"SCO6360",-0.061874114,0.760464941,"delgbn24h",7020934,7021872,939,"+"
"SCO6361",-0.023748215,0.927282425,"delgbn24h",7021869,7022708,840,"+"
"SCO6362",-0.040085287,0.864179513,"delgbn24h",7022727,7024016,1290,"+"
"SCO6363",0.037555033,0.871196283,"delgbn24h",7024013,7024681,669,"+"
"SCO6364",0.033493997,0.878504852,"delgbn24h",7024745,7025536,792,"-"
"SCO6365",0.055211408,0.762241312,"delgbn24h",7025526,7028168,2643,"-"
"SCO6366",1.418015574,0.006415815,"delgbn24h",7028165,7028854,690,"-"
"SCO6367",0.014018412,1,"delgbn24h",7028841,7029578,738,"-"
"SCO6368",-0.026858721,1,"delgbn24h",7029575,7030195,621,"-"
"SCO6369",0.016170449,0.945363799,"delgbn24h",7030354,7031664,1311,"+"
"SCO6370",0.014998563,0.930128489,"delgbn24h",7031672,7032706,1035,"-"
"SCO6371",0.139170139,0.330173841,"delgbn24h",7032798,7033637,840,"+"
"SCO6372",0.197989823,0.283295082,"delgbn24h",7033729,7033962,234,"+"
"SCO6373",0.169090587,0.301912333,"delgbn24h",7034266,7035663,1398,"-"
"SCO6374",0.190856772,0.27415911,"delgbn24h",7035788,7037224,1437,"-"
"SCO6375",0.156575893,0.354782202,"delgbn24h",7037737,7038399,663,"-"
"SCO6376",0.104854544,0.5946337,"delgbn24h",7038757,7039656,900,"+"
"SCO6377",0.219563387,0.230172595,"delgbn24h",7039699,7041054,1356,"-"
"SCO6378",0.035646028,0.836924946,"delgbn24h",7041611,7041910,300,"-"
"SCO6379",0.144868028,0.391272907,"delgbn24h",7042054,7042737,684,"-"
"SCO6380",0.076181351,0.704733105,"delgbn24h",7043084,7043440,357,"-"
"SCO6381",-0.046919645,0.769350123,"delgbn24h",7043724,7045067,1344,"-"
"SCO6382",0.068679307,0.744733646,"delgbn24h",7046618,7047526,909,"+"
"SCO6383",-0.124763085,0.526091894,"delgbn24h",7048443,7049126,684,"-"
"SCO6384",-0.430567116,0.000558307,"delgbn24h",7049382,7051151,1770,"-"
"SCO6385",-0.012151554,0.968235001,"delgbn24h",7051526,7053460,1935,"-"
"SCO6386",0.045071822,1,"delgbn24h",7053632,7054015,384,"+"
"SCO6387",-0.02204993,0.92769762,"delgbn24h",7054118,7054684,567,"+"
"SCO6388",-0.037917423,0.81666049,"delgbn24h",7054965,7055324,360,"-"
"SCO6389",0.166412029,0.1952541,"delgbn24h",7055321,7055713,393,"-"
"SCO6390",0.210669692,0.037937782,"delgbn24h",7056189,7057292,1104,"+"
"SCO6391",0.032981167,0.893371493,"delgbn24h",7057809,7059026,1218,"+"
"SCO6392",-0.002637569,0.991270352,"delgbn24h",7059104,7060243,1140,"-"
"SCO6393",0.454008888,2.81e-07,"delgbn24h",7060375,7061838,1464,"+"
"SCO6394",0.488346204,4.46e-08,"delgbn24h",7061835,7062605,771,"+"
"SCO6399",0.211620506,0.110644837,"delgbn24h",7065214,7065729,516,"-"
"SCO6400",-0.046909973,0.833376629,"delgbn24h",7066309,7067553,1245,"+"
"SCO6401",-0.008777916,0.975034992,"delgbn24h",7067605,7068132,528,"-"
"SCO6403",0.034418874,0.845807005,"delgbn24h",7068218,7068598,381,"-"
"SCO6404",0.05177388,1,"delgbn24h",7069255,7069434,180,"+"
"SCO6405",0.120789025,0.290260485,"delgbn24h",7069508,7071526,2019,"+"
"SCO6406",0.017291343,0.95447455,"delgbn24h",7071396,7071791,396,"-"
"SCO6407",-0.045620987,0.812632872,"delgbn24h",7071944,7073755,1812,"+"
"SCO6408",0.002620237,0.991270352,"delgbn24h",7073756,7076284,2529,"-"
"SCO6409",0.519911192,0.001710821,"delgbn24h",7076437,7077213,777,"-"
"SCO6410",0.014444041,0.963384142,"delgbn24h",7077312,7077563,252,"+"
"SCO6411",0.127380096,0.401322794,"delgbn24h",7077746,7078588,843,"+"
"SCO6412",0.080604561,0.664302492,"delgbn24h",7078585,7079868,1284,"+"
"SCO6413",-0.076102225,0.71540042,"delgbn24h",7079908,7081521,1614,"+"
"SCO6414",-0.084771133,0.652759102,"delgbn24h",7081657,7082499,843,"+"
"SCO6415",0.023304799,0.930128489,"delgbn24h",7082535,7083938,1404,"+"
"SCO6416",0.065402491,0.762646045,"delgbn24h",7083950,7084972,1023,"+"
"SCO6417",0.25634184,0.14285376,"delgbn24h",7085067,7086635,1569,"+"
"SCO6418",0.173567482,0.228097315,"delgbn24h",7086736,7088364,1629,"-"
"SCO6419",-0.014922627,0.961314562,"delgbn24h",7088518,7089174,657,"-"
"SCO6420",0.10489801,1,"delgbn24h",7089432,7090445,1014,"-"
"SCO6421",-0.150340622,0.424381417,"delgbn24h",7090613,7091761,1149,"+"
"SCO6422",-0.076235035,0.715761469,"delgbn24h",7091758,7092432,675,"+"
"SCO6423",-0.091037892,0.65365813,"delgbn24h",7092451,7093617,1167,"-"
"SCO6424",-0.002891619,0.99123491,"delgbn24h",7093614,7094609,996,"-"
"SCO6425",-0.036121632,0.883958809,"delgbn24h",7094757,7095527,771,"+"
"SCO6426",1.447333624,0.014921503,"delgbn24h",7095676,7096188,513,"+"
"SCO6427",1.035016137,0.041280308,"delgbn24h",7096185,7097480,1296,"+"
"SCO6428",-0.030016915,0.90342128,"delgbn24h",7097567,7104511,6945,"-"
"SCO6429",0.920122415,0.029859972,"delgbn24h",7104902,7106290,1389,"+"
"SCO6430",0.62508095,0.066845559,"delgbn24h",7106284,7108176,1893,"+"
"SCO6431",0.576476828,0.069643557,"delgbn24h",7108264,7111779,3516,"+"
"SCO6432",0.153353762,0.250268201,"delgbn24h",7111866,7116089,4224,"+"
"SCO6433",0.434884543,0.093472517,"delgbn24h",7116086,7116493,408,"+"
"SCO6434",0.317546417,0.128091048,"delgbn24h",7116513,7117874,1362,"+"
"SCO6435",0.207314757,0.237477697,"delgbn24h",7117871,7118257,387,"+"
"SCO6436",0.541434407,0.035015206,"delgbn24h",7118254,7119774,1521,"+"
"SCO6437",0.440589017,0.088227674,"delgbn24h",7119848,7121122,1275,"+"
"SCO6438",0.183712111,0.058423021,"delgbn24h",7121125,7122447,1323,"+"
"SCO6439",0.071891488,0.70686501,"delgbn24h",7122416,7122904,489,"-"
"SCO6440",0.176675065,0.299746098,"delgbn24h",7123131,7123883,753,"+"
"SCO6441",0.124211257,0.502594022,"delgbn24h",7123886,7125292,1407,"+"
"SCO6442",0.051579741,0.816706649,"delgbn24h",7125293,7126396,1104,"+"
"SCO6443",-0.066551319,0.745490164,"delgbn24h",7126477,7127388,912,"+"
"SCO6444",-0.033102395,0.880858208,"delgbn24h",7127464,7129407,1944,"+"
"SCO6445",0.62566783,2.66e-10,"delgbn24h",7129505,7130350,846,"+"
"SCO6446",0.394719426,0.026587311,"delgbn24h",7130387,7131346,960,"+"
"SCO6447",0.074009984,0.722553889,"delgbn24h",7131401,7132141,741,"-"
"SCO6448",0.126787733,0.300409347,"delgbn24h",7132189,7133130,942,"+"
"SCO6449",0.061319969,0.728202334,"delgbn24h",7133229,7134647,1419,"+"
"SCO6450",0.007124989,0.983021713,"delgbn24h",7134644,7135153,510,"+"
"SCO6451",-0.233982524,0.22402412,"delgbn24h",7135277,7136905,1629,"+"
"SCO6452",-0.0048002,0.988586329,"delgbn24h",7136902,7137906,1005,"+"
"SCO6453",-0.171514784,0.338190729,"delgbn24h",7137903,7138841,939,"+"
"SCO6454",0.108452604,0.555133524,"delgbn24h",7138838,7139845,1008,"+"
"SCO6455",-0.720939712,0.002708243,"delgbn24h",7139838,7140506,669,"+"
"SCO6456",-0.620309612,0.00919353,"delgbn24h",7140529,7141923,1395,"-"
"SCO6457",0.023965511,0.930128489,"delgbn24h",7142206,7146129,3924,"+"
"SCO6458",-0.053824626,0.807221354,"delgbn24h",7146169,7147047,879,"+"
"SCO6459",-0.044604137,0.846836138,"delgbn24h",7147028,7147390,363,"-"
"SCO6460",0.086296105,0.575497385,"delgbn24h",7147460,7149376,1917,"+"
"SCO6461",-0.089689481,0.656123458,"delgbn24h",7149468,7150940,1473,"+"
"SCO6462",-0.057767358,0.796500604,"delgbn24h",7151007,7151501,495,"+"
"SCO6463",0.583111705,0.029875144,"delgbn24h",7151706,7152575,870,"+"
"SCO6464",0.359898736,0.078103264,"delgbn24h",7152607,7153332,726,"-"
"SCO6465",-0.176980541,0.327365988,"delgbn24h",7153374,7153868,495,"-"
"SCO6466",-0.250935564,0.069643557,"delgbn24h",7154053,7155195,1143,"+"
"SCO6467",0.494505265,2.86e-10,"delgbn24h",7155465,7156247,783,"-"
"SCO6468",0.534811967,9.09e-20,"delgbn24h",7156306,7156962,657,"-"
"SCO6469",0.072855311,0.5946337,"delgbn24h",7157133,7158338,1206,"-"
"SCO6470",0.039348065,0.854243479,"delgbn24h",7158341,7158853,513,"-"
"SCO6471",-0.044169483,0.809804779,"delgbn24h",7158859,7159878,1020,"-"
"SCO6472",0.013431122,0.966556693,"delgbn24h",7159875,7161902,2028,"-"
"SCO6473",-0.068993461,0.718702165,"delgbn24h",7161921,7163264,1344,"-"
"SCO6474",0.01438122,0.950617762,"delgbn24h",7163600,7164418,819,"-"
"SCO6475",0.024059015,0.927690249,"delgbn24h",7164555,7166360,1806,"-"
"SCO6476",-0.127086817,0.410335541,"delgbn24h",7166743,7167336,594,"+"
"SCO6477",-0.068386025,0.688631801,"delgbn24h",7167374,7167913,540,"-"
"SCO6478",0.105739102,0.57685204,"delgbn24h",7167910,7168308,399,"-"
"SCO6479",-0.173332765,0.349874036,"delgbn24h",7168375,7169964,1590,"-"
"SCO6480",-0.002595979,0.991270352,"delgbn24h",7170144,7170443,300,"-"
"SCO6481",-1.15674786,0.005071119,"delgbn24h",7170517,7171563,1047,"-"
"SCO6482",-0.074023488,0.626200126,"delgbn24h",7171800,7172243,444,"+"
"SCO6483",-0.180266475,0.032617795,"delgbn24h",7172394,7174841,2448,"+"
"SCO6484",0.06840081,0.586568664,"delgbn24h",7174911,7177493,2583,"+"
"SCO6485",0.034231571,0.892134966,"delgbn24h",7177711,7178433,723,"+"
"SCO6486",0.234345835,0.086808435,"delgbn24h",7178603,7179436,834,"+"
"SCO6487",0.272938234,0.000955075,"delgbn24h",7179429,7180760,1332,"+"
"SCO6488",0.059975479,0.712775909,"delgbn24h",7180803,7182770,1968,"+"
"SCO6489",0.147327005,0.40428608,"delgbn24h",7182776,7183708,933,"+"
"SCO6490",0.191967966,0.185242014,"delgbn24h",7183718,7184317,600,"+"
"SCO6491",0.177571207,0.333114918,"delgbn24h",7184289,7184681,393,"-"
"SCO6492",-0.183129479,0.232634691,"delgbn24h",7184832,7186829,1998,"+"
"SCO6493",0.034615937,0.891509263,"delgbn24h",7186861,7187208,348,"-"
"SCO6494",-0.085258916,0.582082899,"delgbn24h",7187223,7187840,618,"+"
"SCO6495",0.094305979,0.626200126,"delgbn24h",7187926,7188888,963,"-"
"SCO6496",0.021838921,0.928683732,"delgbn24h",7189075,7190964,1890,"+"
"SCO6497",-0.070087379,0.657689167,"delgbn24h",7190961,7192808,1848,"+"
"SCO6498",-0.056021054,0.649426278,"delgbn24h",7192805,7193764,960,"+"
"SCO6499",-0.087753425,0.568818361,"delgbn24h",7193830,7194222,393,"+"
"SCO6500",0.015563747,0.945541033,"delgbn24h",7194294,7194728,435,"+"
"SCO6501",-0.160612245,0.376085731,"delgbn24h",7194725,7195498,774,"+"
"SCO6502",-0.09582119,0.454367824,"delgbn24h",7195503,7195766,264,"+"
"SCO6503",-0.023291671,0.924902739,"delgbn24h",7195763,7196482,720,"+"
"SCO6504",-0.070234667,0.738963389,"delgbn24h",7196479,7197609,1131,"+"
"SCO6505",-0.011814262,0.954395058,"delgbn24h",7197606,7197935,330,"+"
"SCO6506",-0.018969371,0.935454872,"delgbn24h",7197932,7198711,780,"+"
"SCO6507",-0.151776934,1,"delgbn24h",7198708,7198890,183,"+"
"SCO6508",-0.067988897,0.5257113,"delgbn24h",7198892,7199188,297,"+"
"SCO6509",0.065023721,0.762646045,"delgbn24h",7199279,7199449,171,"-"
"SCO6510",-0.004602074,0.988743599,"delgbn24h",7199504,7200325,822,"-"
"SCO6511",-0.133361544,0.434601002,"delgbn24h",7200436,7201941,1506,"-"
"SCO6512",0.045102931,0.843160166,"delgbn24h",7202065,7203684,1620,"+"
"SCO6513",0.074342742,0.721434253,"delgbn24h",7203714,7204835,1122,"-"
"SCO6514",-0.059718446,0.495903164,"delgbn24h",7204898,7205176,279,"+"
"SCO6515",0.076304316,0.62922752,"delgbn24h",7205258,7205800,543,"-"
"SCO6516",-0.080810938,0.543835346,"delgbn24h",7205826,7206224,399,"-"
"SCO6517",0.128709631,0.298623918,"delgbn24h",7206433,7208823,2391,"+"
"SCO6518",-0.003574898,0.99123491,"delgbn24h",7208891,7209373,483,"+"
"SCO6519",0.030731267,0.903831091,"delgbn24h",7209379,7209795,417,"+"
"SCO6520",-0.376155016,0.032953279,"delgbn24h",7210082,7210882,801,"+"
"SCO6521",-0.844406383,0.001966811,"delgbn24h",7211022,7211978,957,"+"
"SCO6522",-0.050929042,0.820639698,"delgbn24h",7212047,7213489,1443,"+"
"SCO6523",-0.029807511,0.881189457,"delgbn24h",7213486,7214526,1041,"+"
"SCO6524",-0.212607684,0.213672925,"delgbn24h",7214569,7215195,627,"-"
"SCO6525",-0.076599133,0.666989022,"delgbn24h",7215192,7215959,768,"-"
"SCO6526",0.007684978,0.980338305,"delgbn24h",7216060,7216461,402,"+"
"SCO6527",-0.042032946,0.830628632,"delgbn24h",7216569,7218722,2154,"+"
"SCO6528",0.932468208,0.017721227,"delgbn24h",7218804,7220228,1425,"+"
"SCO6529",0.913121702,0.000637374,"delgbn24h",7220309,7221370,1062,"+"
"SCO6530",0.31089394,0.128314658,"delgbn24h",7221367,7223199,1833,"+"
"SCO6531",-0.03793794,0.849655872,"delgbn24h",7223286,7223711,426,"+"
"SCO6532",0.120574766,0.448985571,"delgbn24h",7223740,7224462,723,"-"
"SCO6533",-0.041413414,0.812632872,"delgbn24h",7224459,7224953,495,"-"
"SCO6534",0.003293515,0.990585228,"delgbn24h",7224958,7226553,1596,"-"
"SCO6535",0.050340885,0.823881124,"delgbn24h",7226553,7230248,3696,"-"
"SCO6536",-0.003625833,0.99025679,"delgbn24h",7230397,7231212,816,"-"
"SCO6537",-0.109615121,0.501804145,"delgbn24h",7231262,7232125,864,"-"
"SCO6538",0.015164278,0.961314562,"delgbn24h",7232354,7232779,426,"+"
"SCO6539",-0.062784385,0.771682889,"delgbn24h",7232761,7233579,819,"-"
"SCO6540",-0.111333896,0.539410411,"delgbn24h",7233669,7233974,306,"+"
"SCO6541",0.021321453,0.938332002,"delgbn24h",7233979,7234725,747,"+"
"SCO6542",0.109478402,0.573697503,"delgbn24h",7234796,7236691,1896,"+"
"SCO6543",-0.022654493,0.899167975,"delgbn24h",7236695,7236940,246,"-"
"SCO6544",0.639510181,0.000271469,"delgbn24h",7237214,7237894,681,"+"
"SCO6545",-0.251840379,0.191801783,"delgbn24h",7237887,7240559,2673,"-"
"SCO6546",-0.828309239,0.048361377,"delgbn24h",7240806,7243727,2922,"-"
"SCO6547",-1.231759211,0.00803978,"delgbn24h",7244086,7244250,165,"+"
"SCO6548",-1.21010235,0.004568573,"delgbn24h",7244247,7245986,1740,"+"
"SCO6549",-0.081761696,0.692428397,"delgbn24h",7246146,7247090,945,"+"
"SCO6550",0.009355471,0.976169342,"delgbn24h",7247175,7247876,702,"+"
"SCO6551",0.144833504,0.246659367,"delgbn24h",7247934,7248767,834,"-"
"SCO6552",0.058447848,0.786506317,"delgbn24h",7248851,7250677,1827,"-"
"SCO6553",-0.04821986,0.718464,"delgbn24h",7250906,7252420,1515,"-"
"SCO6554",-0.016678888,0.95009432,"delgbn24h",7252536,7253519,984,"+"
"SCO6555",-0.232147164,0.23460714,"delgbn24h",7253501,7254379,879,"-"
"SCO6556",-0.065856138,0.731793206,"delgbn24h",7254532,7255569,1038,"+"
"SCO6557",-0.132552613,0.465453019,"delgbn24h",7255596,7257542,1947,"-"
"SCO6558",0.089169424,0.655078474,"delgbn24h",7257738,7258586,849,"-"
"SCO6559",0.081077322,1,"delgbn24h",7258619,7259479,861,"-"
"SCO6560",0.087360494,1,"delgbn24h",7259476,7261416,1941,"-"
"SCO6561",0.059723344,0.632013577,"delgbn24h",7261448,7263376,1929,"-"
"SCO6562",0.043825788,1,"delgbn24h",7263373,7264344,972,"-"
"SCO6563",0.074980908,0.593568446,"delgbn24h",7264548,7265888,1341,"+"
"SCO6564",-0.041188663,0.862091158,"delgbn24h",7266172,7267122,951,"+"
"SCO6565",0.101029885,0.470431178,"delgbn24h",7267256,7267933,678,"+"
"SCO6566",-0.225522841,0.109882164,"delgbn24h",7267996,7269378,1383,"+"
"SCO6567",-0.098132024,0.619240752,"delgbn24h",7269589,7271106,1518,"+"
"SCO6568",-0.047229889,0.836521431,"delgbn24h",7271103,7272122,1020,"+"
"SCO6569",-0.351248592,0.049356379,"delgbn24h",7272140,7273186,1047,"+"
"SCO6570",-0.037417873,0.873492001,"delgbn24h",7273272,7274564,1293,"+"
"SCO6571",-0.158333699,0.391124006,"delgbn24h",7274581,7275579,999,"+"
"SCO6572",-0.218538275,0.252875336,"delgbn24h",7275867,7279583,3717,"+"
"SCO6573",-0.048143863,0.804864879,"delgbn24h",7279753,7281006,1254,"+"
"SCO6574",0.136321678,0.405632726,"delgbn24h",7281003,7282094,1092,"+"
"SCO6575",0.128838624,0.421290583,"delgbn24h",7282091,7283038,948,"+"
"SCO6576",0.607079723,0.048444199,"delgbn24h",7283052,7283789,738,"+"
"SCO6577",0.081272366,0.659431212,"delgbn24h",7283789,7284637,849,"+"
"SCO6578",0.755465774,0.0026897,"delgbn24h",7284641,7285816,1176,"+"
"SCO6579",0.084093383,0.682549329,"delgbn24h",7285813,7287210,1398,"+"
"SCO6580",-0.094716887,0.584616335,"delgbn24h",7287325,7288539,1215,"+"
"SCO6581",0.855494088,0.004236629,"delgbn24h",7288619,7290049,1431,"-"
"SCO6582",0.208222576,0.27753356,"delgbn24h",7290122,7292266,2145,"-"
"SCO6583",-0.149541554,0.396810512,"delgbn24h",7292271,7293503,1233,"-"
"SCO6584",0.05707097,0.731762365,"delgbn24h",7293515,7295197,1683,"-"
"SCO6585",0.048514703,1,"delgbn24h",7295341,7296492,1152,"+"
"SCO6586",-0.042122622,1,"delgbn24h",7296507,7297433,927,"+"
"SCO6587",0.06943716,0.661780795,"delgbn24h",7297430,7298992,1563,"+"
"SCO6588",-0.028929273,0.902040244,"delgbn24h",7299120,7300451,1332,"-"
"SCO6589",0.111303419,0.333873825,"delgbn24h",7301063,7303123,2061,"+"
"SCO6590",1.0779496,4.32e-22,"delgbn24h",7303361,7305568,2208,"-"
"SCO6591",0.916773118,2.29e-07,"delgbn24h",7305602,7306108,507,"-"
"SCO6592",1.123850626,1.91e-12,"delgbn24h",7306230,7306619,390,"-"
"SCO6593",1.191779242,2.86e-19,"delgbn24h",7306616,7310059,3444,"-"
"SCO6594",0.530316254,0.036844025,"delgbn24h",7310408,7312216,1809,"-"
"SCO6595",-0.196032507,0.27753356,"delgbn24h",7312483,7313565,1083,"+"
"SCO6596",-0.025180015,0.919744041,"delgbn24h",7313660,7315429,1770,"+"
"SCO6597",-0.021240561,0.935110836,"delgbn24h",7315461,7318040,2580,"+"
"SCO6598",-0.123960905,0.514950864,"delgbn24h",7318137,7319177,1041,"+"
"SCO6599",0.001145208,0.994802123,"delgbn24h",7319193,7319846,654,"-"
"SCO6600",-0.02849202,1,"delgbn24h",7320012,7321337,1326,"-"
"SCO6601",-0.086221863,0.514163104,"delgbn24h",7321513,7322829,1317,"+"
"SCO6602",-0.029863597,0.886860166,"delgbn24h",7322891,7323919,1029,"+"
"SCO6603",0.149830978,0.293919049,"delgbn24h",7323927,7324766,840,"+"
"SCO6604",0.688747982,1.36e-05,"delgbn24h",7324763,7326169,1407,"+"
"SCO6606",0.425856458,2.34e-05,"delgbn24h",7326508,7327410,903,"-"
"SCO6607",-0.002582481,0.991521715,"delgbn24h",7327541,7328326,786,"+"
"SCO6608",-0.132342968,0.452904555,"delgbn24h",7328456,7330114,1659,"+"
"SCO6609",-0.13571657,0.410335541,"delgbn24h",7330247,7331275,1029,"+"
"SCO6610",0.050066517,0.819207497,"delgbn24h",7331426,7332799,1374,"+"
"SCO6611",0.032834995,0.893491353,"delgbn24h",7332818,7333378,561,"-"
"SCO6612",-0.079907997,0.553426204,"delgbn24h",7333403,7334332,930,"-"
"SCO6613",-0.016462181,0.956209259,"delgbn24h",7334456,7334863,408,"+"
"SCO6614",0.116211223,0.345255524,"delgbn24h",7335116,7336225,1110,"+"
"SCO6615",0.059279192,0.752806603,"delgbn24h",7336237,7337439,1203,"+"
"SCO6616",0.240624558,0.124940096,"delgbn24h",7337453,7338883,1431,"-"
"SCO6617",0.229757683,0.242825684,"delgbn24h",7338876,7339205,330,"-"
"SCO6618",0.070541778,0.72235266,"delgbn24h",7339269,7339949,681,"-"
"SCO6619",0.030094537,0.863151642,"delgbn24h",7339983,7340813,831,"-"
"SCO6620",-0.038266045,0.871094183,"delgbn24h",7340945,7341376,432,"+"
"SCO6621",0.041149111,0.855369984,"delgbn24h",7341633,7342907,1275,"+"
"SCO6622",0.024306706,0.897131617,"delgbn24h",7343142,7345028,1887,"+"
"SCO6623",0.02879747,0.836877004,"delgbn24h",7345061,7347256,2196,"+"
"SCO6624",-0.079088284,0.664302492,"delgbn24h",7347312,7347440,129,"-"
"SCO6625",-0.014122949,0.96371018,"delgbn24h",7347655,7348320,666,"+"
"SCO6626",-0.04584432,0.780599817,"delgbn24h",7348537,7353210,4674,"+"
"SCO6627",-0.123898317,0.316024942,"delgbn24h",7353207,7356839,3633,"+"
"SCO6628",-0.002553845,0.99123491,"delgbn24h",7356766,7357356,591,"-"
"SCO6629",-0.010036949,0.974308918,"delgbn24h",7357519,7358352,834,"+"
"SCO6630",0.148691162,0.277280114,"delgbn24h",7358349,7358552,204,"+"
"SCO6631",-0.103985229,0.396858355,"delgbn24h",7358814,7359689,876,"+"
"SCO6632",0.033746308,0.869930038,"delgbn24h",7359865,7360494,630,"+"
"SCO6633",0.05061638,0.800558409,"delgbn24h",7360499,7362409,1911,"+"
"SCO6634",-0.040075248,0.836763619,"delgbn24h",7362458,7362646,189,"+"
"SCO6635",-0.061751899,0.655524759,"delgbn24h",7362943,7366827,3885,"+"
"SCO6636",-0.067479718,0.575497385,"delgbn24h",7366824,7369748,2925,"+"
"SCO6637",-0.144115987,0.122652225,"delgbn24h",7369817,7370869,1053,"-"
"SCO6638",-0.11084366,0.338412368,"delgbn24h",7370866,7372683,1818,"-"
